#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.98,"lockdown":{"dynamic_bool":false,"lock_style":{"Random":[2151515153,0.6]},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[9600,200,400,600,1000,1200,1600,2000,2400,2800,3200,4800],"trans_prob_range":{"end":0.4,"start":0.05,"steps":150}}
#lambda percentlifespan
0.05 87
0.052348993288590606 87
0.05469798657718121 88
0.05704697986577181 88
0.059395973154362416 89
0.06174496644295302 89
0.06409395973154362 90
0.06644295302013423 90
0.06879194630872484 90
0.07114093959731543 90
0.07348993288590605 91
0.07583892617449665 90
0.07818791946308726 91
0.08053691275167786 91
0.08288590604026846 91
0.08523489932885905 91
0.08758389261744967 91
0.08993288590604027 91
0.09228187919463088 91
0.0946308724832215 91
0.09697986577181208 91
0.09932885906040269 91
0.10167785234899329 91
0.10402684563758391 92
0.1063758389261745 92
0.10872483221476512 91
0.1110738255033557 91
0.11342281879194631 91
0.11577181208053693 91
0.11812080536912753 91
0.12046979865771812 90
0.12281879194630874 91
0.12516778523489935 91
0.12751677852348994 91
0.12986577181208053 90
0.13221476510067115 90
0.13456375838926177 90
0.13691275167785236 90
0.13926174496644297 90
0.14161073825503356 90
0.14395973154362418 90
0.14630872483221477 90
0.14865771812080536 89
0.15100671140939598 89
0.1533557046979866 89
0.1557046979865772 89
0.1580536912751678 89
0.1604026845637584 88
0.162751677852349 89
0.16510067114093963 88
0.16744966442953022 88
0.1697986577181208 88
0.17214765100671142 88
0.17449664429530204 87
0.1768456375838926 87
0.17919463087248322 87
0.18154362416107384 87
0.18389261744966445 87
0.18624161073825507 87
0.18859060402684563 87
0.19093959731543625 86
0.19328859060402687 86
0.19563758389261748 86
0.19798657718120805 86
0.20033557046979866 86
0.20268456375838928 86
0.2050335570469799 86
0.20738255033557051 85
0.20973154362416108 85
0.2120805369127517 85
0.2144295302013423 85
0.21677852348993287 85
0.2191275167785235 84
0.2214765100671141 84
0.22382550335570472 84
0.22617449664429534 84
0.22852348993288596 84
0.23087248322147652 84
0.23322147651006714 84
0.23557046979865776 83
0.23791946308724832 83
0.24026845637583893 83
0.24261744966442955 83
0.24496644295302017 83
0.24731543624161073 83
0.24966442953020135 83
0.25201342281879197 83
0.2543624161073826 82
0.2567114093959732 82
0.2590604026845638 82
0.2614093959731544 82
0.263758389261745 82
0.2661073825503356 82
0.2684563758389262 82
0.2708053691275168 81
0.2731543624161074 81
0.27550335570469797 81
0.2778523489932886 81
0.28020134228187926 81
0.2825503355704698 81
0.28489932885906044 81
0.28724832214765106 81
0.2895973154362416 81
0.29194630872483224 80
0.29429530201342285 80
0.2966442953020134 80
0.29899328859060403 80
0.30134228187919465 80
0.3036912751677852 80
0.3060402684563759 80
0.30838926174496645 79
0.31073825503355706 79
0.3130872483221477 79
0.3154362416107383 79
0.31778523489932886 79
0.3201342281879195 79
0.3224832214765101 79
0.32483221476510066 79
0.3271812080536913 79
0.3295302013422819 79
0.33187919463087245 78
0.3342281879194631 79
0.33657718120805374 78
0.3389261744966443 78
0.3412751677852349 78
0.34362416107382554 78
0.3459731543624161 78
0.3483221476510067 78
0.35067114093959734 77
0.35302013422818795 78
0.3553691275167785 78
0.35771812080536913 77
0.36006711409395975 77
0.36241610738255037 77
0.364765100671141 77
0.36711409395973155 77
0.36946308724832216 77
0.3718120805369128 77
0.3741610738255034 77
0.37651006711409396 76
0.3788590604026846 77
0.3812080536912752 77
0.38355704697986576 76
0.3859060402684564 77
0.388255033557047 76
0.3906040268456376 76
0.3929530201342282 77
0.39530201342281884 76
0.3976510067114094 76
0.4 76
