#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":20000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000,400,600,800,1000,1200,1600,2000,2500,200]}
#lambda c var_c
0.05 123.543 33212.191751
0.05408163265306123 139.3964 37109.30486704
0.05816326530612245 159.2378 41706.49565116
0.06224489795918368 176.2724 46284.008598240005
0.0663265306122449 195.1452 51624.30371696001
0.07040816326530613 217.273 58088.729671
0.07448979591836735 236.905 63261.03677499999
0.07857142857142857 260.4806 68998.06482364002
0.08265306122448979 282.8276 74187.52547824
0.08673469387755103 305.2354 78203.53798683998
0.09081632653061225 323.2348 81591.69526895999
0.09489795918367347 339.287 84557.014631
0.0989795918367347 356.3304 87175.52963584001
0.10306122448979593 372.9914 89241.71892604002
0.10714285714285715 389.4278 90474.33638716
0.11122448979591837 404.9872 91885.99023616003
0.11530612244897959 422.0504 92104.00585983996
0.11938775510204082 435.5254 93286.28535484002
0.12346938775510205 451.155 94599.97177499998
0.12755102040816327 463.886 95300.89660399998
0.1316326530612245 479.4454 95842.40101883997
0.13571428571428573 490.6652 96065.81630896
0.13979591836734695 504.4318 97021.62134875997
0.14387755102040817 517.666 96866.37164399994
0.14795918367346939 528.33 97136.73229999997
0.1520408163265306 540.038 96965.929756
0.15612244897959185 551.2712 97500.81845055998
0.16020408163265304 560.5982 97089.13435675995
0.16428571428571428 571.3306 96199.71370364004
0.16836734693877553 581.0592 96098.53169535997
0.17244897959183675 589.294 94836.32636399998
0.17653061224489797 602.062 94353.30975599994
0.18061224489795918 611.7868 93150.95654576004
0.1846938775510204 619.2642 92411.90759836003
0.18877551020408162 626.9272 91444.93710016005
0.1928571428571429 636.8486 90809.06447803997
0.1969387755102041 642.4874 89709.62824124005
0.20102040816326533 651.4642 88997.96871836
0.20510204081632655 657.9382 87752.10718075995
0.20918367346938777 665.9462 86071.35170556
0.21326530612244898 673.8098 85239.42922395997
0.2173469387755102 681.9638 83248.32808955997
0.22142857142857142 687.8372 82575.98189615994
0.22551020408163264 695.864 80470.96350399998
0.2295918367346939 701.0644 79100.73665264004
0.23367346938775513 708.1138 78153.83884956007
0.23775510204081635 713.203 76324.64659099997
0.24183673469387756 719.6376 75400.21226623998
0.24591836734693878 726.9104 73357.07317183993
0.25 732.0494 72593.87255964009
