#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3500,400,600,800,1000,1200,1600,2000,2500,3000,200]}
#lambda c var_c  m var_m
0.05 0.09944669999999887 0.02172639460910425 0.031481050000011376 0.002010324178397468
0.05408163265306123 0.1135934499999869 0.024572121679592288 0.03639640000001181 0.0023250621920399284
0.05816326530612245 0.1282487999999807 0.02766454642355959 0.04070285000001194 0.0025573369393774113
0.06224489795918368 0.1425784999999754 0.0310030058377579 0.04417035000001222 0.0027280943683773446
0.0663265306122449 0.16086604999996895 0.034848110644913805 0.04831255000001198 0.002885786949997143
0.07040816326530613 0.17735354999997727 0.03820147748991514 0.05169335000001183 0.002993915378276658
0.07448979591836735 0.1943065999999858 0.04172752569645757 0.054986950000011255 0.003104238392196356
0.07857142857142857 0.21071494999999366 0.0449187435340136 0.058126950000011196 0.003194508246196045
0.08265306122448979 0.22925989999999663 0.047944351752004975 0.061702200000011115 0.003264745140158261
0.08673469387755103 0.2404742999999977 0.05047501703952521 0.06357960000001102 0.0033343433388381555
0.09081632653061225 0.2555375000000015 0.052615037843763535 0.06659335000001064 0.0033987691732755123
0.09489795918367347 0.27286490000000563 0.05444225097299958 0.07018780000000961 0.003442673606157959
0.0989795918367347 0.28498700000000826 0.05599458883100775 0.07266165000001015 0.003497921931775229
0.10306122448979593 0.2979373000000097 0.05756583026871741 0.07522560000000986 0.0035374602296376813
0.10714285714285715 0.3127198000000114 0.05889155693796576 0.0781551500000098 0.0035695542159751483
0.11122448979591837 0.32480515000001176 0.060067304470982893 0.0806432500000098 0.0036081130419349716
0.11530612244897959 0.3336451500000071 0.06179896894398636 0.08208995000000908 0.0036599955464952875
0.11938775510204082 0.3510240999999989 0.06169710046920433 0.0861035500000058 0.003651793989896214
0.12346938775510205 0.3609379999999975 0.06267745190601651 0.08780730000000389 0.0036658673167090858
0.12755102040816327 0.3739335999999933 0.06319962241605964 0.09056510000000201 0.0036865729119898317
0.1316326530612245 0.3859818499999892 0.06371471553310021 0.09295070000000019 0.0036959102445102594
0.13571428571428573 0.3948217499999874 0.06433443241446099 0.09479754999999987 0.0037281269514980037
0.13979591836734695 0.40440049999998656 0.0645613604747762 0.09692994999999804 0.0037534214804985783
0.14387755102040817 0.41785699999997944 0.0641700829260285 0.09997169999999667 0.0037427386991115644
0.14795918367346939 0.42459574999998184 0.0651410783944677 0.10133554999999693 0.0037985056186989833
0.1520408163265306 0.4321823499999784 0.06569757928600767 0.10283699999999658 0.003822931806001628
0.15612244897959185 0.44414574999997514 0.06468803094447245 0.10562624999999529 0.003797471498439682
0.16020408163265304 0.45330484999997833 0.06488413777901067 0.1077145999999953 0.003832852321842089
0.16428571428571428 0.4610772499999794 0.06454686609496563 0.10971024999999436 0.0038422558574398684
0.16836734693877553 0.4684148499999774 0.0647642761120088 0.11139049999999383 0.0038780850097525806
0.17244897959183675 0.47822204999997425 0.06409452720633196 0.11400794999999389 0.0038963876493001634
0.17653061224489797 0.48204339999997525 0.06468909901647332 0.11517119999999349 0.003967983440562839
0.18061224489795918 0.49380229999997377 0.06308486938974345 0.118378349999992 0.003937126063780792
0.1846938775510204 0.49846454999997425 0.063303089830831 0.11977509999999172 0.003987692044993597
0.18877551020408162 0.5062354999999726 0.06278853241478655 0.12221379999999218 0.004024511589563452
0.1928571428571429 0.5149517999999728 0.06179274092679354 0.12456239999999318 0.004022576256243138
0.1969387755102041 0.5209966499999719 0.061162341876309145 0.1269588499999922 0.004071338344180945
0.20102040816326533 0.5257594499999708 0.06143773279822806 0.12907834999999163 0.004195917123781229
0.20510204081632655 0.5326009499999743 0.06018059537162612 0.1313707999999924 0.004180126032363205
0.20918367346938777 0.5396002499999708 0.05949817101246585 0.13384689999999141 0.004230781610393367
0.21326530612244898 0.5467738999999753 0.05819400602881075 0.1366126999999909 0.004260793198713527
0.2173469387755102 0.5499200499999731 0.05823658679552163 0.1380291499999915 0.004325943937780713
0.22142857142857142 0.5580064999999755 0.05702707470776891 0.14079089999998953 0.004328766727193893
0.22551020408163264 0.5608042999999724 0.057046982351532605 0.14285169999999037 0.004461229432113408
0.2295918367346939 0.5676769999999709 0.05578810342102264 0.14524294999999146 0.0044877139128006935
0.23367346938775513 0.5728443499999751 0.0552243518605971 0.1470843999999905 0.004533293151643341
0.23775510204081635 0.5786853999999745 0.054193701201860955 0.1496069499999911 0.0045738818242004875
0.24183673469387756 0.5836172999999719 0.05314848839072994 0.15165154999999111 0.004590389695100398
0.24591836734693878 0.5872562499999648 0.05315567777346991 0.1535593499999907 0.004704343215080484
0.25 0.5916083999999807 0.05239194454945495 0.15540709999999097 0.004756344269592715
