#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3500,400,600,800,1000,1200,1600,2000,2500,3000,200]}
#lambda c var_c  m var_m
0.05 0.10975100000003499 0.021403878998998413 0.04310440000000089 0.0025508067006392594
0.05408163265306123 0.12171420000003769 0.02383223851835885 0.04688060000000499 0.0027622283436387137
0.05816326530612245 0.13562820000003858 0.02642292836475814 0.051286200000007394 0.002970584689558309
0.06224489795918368 0.14769880000003804 0.02874138047855762 0.05462300000000921 0.003108334870997989
0.0663265306122449 0.15998600000003804 0.03100290980399664 0.058275400000010816 0.0032735087548376807
0.07040816326530613 0.1722840000000389 0.03313840134399561 0.06180540000001264 0.003428939530837232
0.07448979591836735 0.18391600000003958 0.03501397894399436 0.06492420000001299 0.003511815254357083
0.07857142857142857 0.19694840000003952 0.03695682373743378 0.06845120000001376 0.0036234812185568016
0.08265306122448979 0.20775920000003945 0.038513026815352853 0.07138220000001458 0.0037192485231565464
0.08673469387755103 0.22092340000003988 0.039946894332427436 0.07509580000001541 0.0038084278223562643
0.09081632653061225 0.22780320000003856 0.04100677006974526 0.07703520000001621 0.0038909979609559496
0.09489795918367347 0.2426700000000373 0.04221038309998122 0.08127860000001709 0.003958196182035624
0.0989795918367347 0.2518942000000384 0.043743055006338113 0.0831138000000179 0.004009547249555345
0.10306122448979593 0.2629396000000367 0.044698472751816085 0.08631660000001848 0.004080701564435073
0.10714285714285715 0.2741034000000349 0.04514602310841494 0.0894950000000188 0.004106821974994691
0.11122448979591837 0.2819150000000333 0.046330529774972484 0.09139780000001993 0.004165323155154558
0.11530612244897959 0.29140980000003636 0.0471997154639283 0.09426980000002008 0.004275289807954316
0.11938775510204082 0.30363760000003404 0.04690865786620964 0.09787960000002213 0.004238249903833662
0.12346938775510205 0.3115734000000331 0.04795395741240861 0.10002380000002191 0.004310276433553646
0.12755102040816327 0.3190126000000296 0.04816378604121074 0.10222860000002087 0.004346306342033833
0.1316326530612245 0.33155320000002714 0.04830575556973066 0.10576360000002206 0.00435831491503332
0.13571428571428573 0.33727840000002457 0.04842892289341087 0.10776240000002192 0.0044221251462333334
0.13979591836734695 0.34310600000002184 0.049406212763975416 0.10937140000002184 0.004522323862033172
0.14387755102040817 0.35198700000001404 0.04920599483098449 0.11198400000002232 0.0045134597439931475
0.14795918367346939 0.3563438000000108 0.05011346320154869 0.11326460000002211 0.004622139386832985
0.1520408163265306 0.3676204000000085 0.04954127950383286 0.11686180000002232 0.004597088700752965
0.15612244897959185 0.3750370000000053 0.04898562163099768 0.11910040000002185 0.004570098719832938
0.16020408163265304 0.3826034000000002 0.049270151308443505 0.12129440000002153 0.004626392528632955
0.16428571428571428 0.3891571999999968 0.049400619688168 0.12304880000002223 0.004661072818552731
0.16836734693877553 0.393184599999997 0.049600689322849306 0.12475120000002202 0.004733088098552876
0.17244897959183675 0.4019781999999932 0.04910005972477369 0.12778820000002056 0.004748102940753736
0.17653061224489797 0.4074743999999944 0.04890372334465318 0.1297210000000215 0.004776479158993693
0.18061224489795918 0.41191719999999327 0.04901583034417609 0.1314058000000212 0.004830774726354219
0.1846938775510204 0.4195063999999879 0.048517544359063886 0.1339422000000206 0.004841638059154694
0.18877551020408162 0.4238095999999883 0.048615664947863235 0.1353412000000196 0.00489438358255535
0.1928571428571429 0.43251919999998684 0.04788530563138382 0.1383374000000194 0.004885866761235747
0.1969387755102041 0.43728119999998555 0.04773410612658577 0.13995200000001995 0.004950811695995674
0.20102040816326533 0.4444127999999832 0.0464711391961887 0.14307220000001852 0.004906622587156292
0.20510204081632655 0.44793839999998103 0.04709407980547045 0.14446360000001945 0.004997484275036351
0.20918367346938777 0.4496201999999846 0.047666186751988165 0.14551440000001886 0.005157601392636844
0.21326530612244898 0.4595961999999774 0.04571108594559456 0.14916340000001868 0.005034699100436857
0.2173469387755102 0.46182799999998386 0.046539404416030244 0.1503756000000178 0.005171058924637418
0.22142857142857142 0.4663049999999798 0.046028053975031374 0.15266100000001648 0.0052415640789977985
0.22551020408163264 0.4697485999999802 0.045655445798074595 0.15443520000001745 0.00526416700095763
0.2295918367346939 0.4751543999999801 0.045748644160673535 0.15630080000001662 0.005339535919358235
0.23367346938775513 0.48451459999998275 0.0432935333868705 0.16033160000001626 0.005180398041438019
0.23775510204081635 0.4861803999999804 0.04405383265587323 0.16135320000001582 0.005314108849758383
0.24183673469387756 0.49174319999997734 0.04343444725379503 0.16421740000001514 0.005398690537238508
0.24591836734693878 0.4939105999999763 0.043554890207676805 0.16608780000001389 0.005527145691159193
0.25 0.5002273999999791 0.041960005289271685 0.1691010000000135 0.005475628798999141
