#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":20000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000,400,600,800,1000,1200,1600,2000,2500,200]}
#lambda c var_c
0.05 39.7556 3244.8970686400003
0.05408163265306123 45.3786 3651.4676620400005
0.05816326530612245 50.334 4078.229644
0.06224489795918368 55.3242 4434.64829436
0.0663265306122449 60.2566 4879.27595644
0.07040816326530613 65.4582 5229.416252759999
0.07448979591836735 70.8662 5622.718697559998
0.07857142857142857 76.1104 5967.20781184
0.08265306122448979 81.625 6301.887575000001
0.08673469387755103 86.8294 6600.16269564
0.09081632653061225 90.5268 6777.051281760001
0.09489795918367347 96.1006 7127.4400796400005
0.0989795918367347 99.9244 7286.61508464
0.10306122448979593 104.7984 7504.9385574399985
0.10714285714285715 109.8302 7658.6289679599995
0.11122448979591837 114.7528 7795.953692160003
0.11530612244897959 119.0248 7908.642984959999
0.11938775510204082 122.8404 7985.361327839997
0.12346938775510205 128.3666 8159.604604439999
0.12755102040816327 132.3708 8180.279707360001
0.1316326530612245 135.7284 8276.253833440001
0.13571428571428573 139.6624 8319.531226240004
0.13979591836734695 143.4308 8397.77161136
0.14387755102040817 146.5038 8416.89718556
0.14795918367346939 150.2452 8476.606276959996
0.1520408163265306 153.6244 8453.428524639996
0.15612244897959185 157.7312 8542.987346559996
0.16020408163265304 160.9256 8513.259664640002
0.16428571428571428 163.6604 8463.584671839992
0.16836734693877553 167.0128 8554.124636160002
0.17244897959183675 170.5354 8575.633146839999
0.17653061224489797 173.2104 8569.209331840008
0.18061224489795918 175.8458 8504.245222359998
0.1846938775510204 178.859 8476.485918999999
0.18877551020408162 182.0636 8468.328755039998
0.1928571428571429 185.1254 8421.430074839998
0.1969387755102041 187.4162 8444.348977559996
0.20102040816326533 190.1064 8407.285479039994
0.20510204081632655 192.3322 8317.677443159999
0.20918367346938777 195.5416 8177.251869440006
0.21326530612244898 198.0298 8079.371311960007
0.2173469387755102 199.9536 8003.77904704
0.22142857142857142 202.9748 7932.120964959999
0.22551020408163264 204.8326 7842.444977239997
0.2295918367346939 206.5516 7765.943337440003
0.23367346938775513 208.9204 7768.331263840002
0.23775510204081635 211.5968 7701.399829760005
0.24183673469387756 214.291 7537.972719000005
0.24591836734693878 215.7766 7372.788292440004
0.25 217.7306 7333.15242364
