#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.4,"start":0.05,"steps":70},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.09057500000000004 0.01786460687500002
0.05507246376811595 0.10130000000000003 0.02084431000000001
0.060144927536231886 0.11794999999999999 0.024469047500000028
0.06521739130434782 0.12240000000000001 0.027210365000000042
0.07028985507246377 0.13692499999999996 0.031094981875000063
0.07536231884057971 0.1551999999999999 0.03484396000000008
0.08043478260869566 0.16454999999999997 0.03693804750000006
0.0855072463768116 0.17250000000000007 0.038678375000000015
0.09057971014492755 0.177175 0.03902708187500007
0.09565217391304348 0.1949750000000001 0.043346061874999994
0.10072463768115943 0.22620000000000015 0.04628818499999999
0.10579710144927537 0.25785000000000013 0.05118537750000003
0.1108695652173913 0.2680250000000002 0.05052328687500002
0.11594202898550726 0.2870750000000001 0.048992381875000005
0.1210144927536232 0.3142500000000001 0.05006693750000003
0.12608695652173912 0.33655 0.05544622250000003
0.13115942028985508 0.3344499999999999 0.0534235725
0.13623188405797104 0.3475000000000002 0.05664099999999976
0.14130434782608697 0.34387500000000015 0.05884992187499992
0.1463768115942029 0.3474750000000001 0.056746436875000014
0.15144927536231884 0.3585749999999999 0.06072940687499992
0.15652173913043482 0.3792499999999999 0.05835668750000009
0.16159420289855073 0.39527500000000004 0.0547088618749999
0.16666666666666669 0.4159499999999997 0.05482634750000015
0.17173913043478262 0.42489999999999983 0.0536218650000001
0.17681159420289855 0.43360000000000004 0.05378291499999996
0.18188405797101453 0.459775 0.049957261874999964
0.18695652173913047 0.46295 0.05082967249999992
0.1920289855072464 0.4663999999999999 0.048548164999999976
0.19710144927536233 0.48127499999999995 0.05112006187500001
0.20217391304347826 0.48247499999999993 0.051741061874999994
0.20724637681159425 0.4875499999999998 0.05027987250000027
0.21231884057971018 0.511825 0.049333356874999845
0.2173913043478261 0.5008499999999997 0.0476985275000002
0.22246376811594204 0.5138500000000003 0.04973680249999962
0.22753623188405803 0.5251000000000005 0.049226364999999384
0.2326086956521739 0.5216250000000001 0.048879546874999846
0.2376811594202899 0.52735 0.04854047749999996
0.24275362318840582 0.5311750000000001 0.049769681874999916
0.24782608695652175 0.5365999999999999 0.046961440000000076
0.2528985507246377 0.5644 0.04222938999999992
0.2579710144927536 0.5532749999999997 0.04208483687500014
0.2630434782608696 0.5573 0.04413833499999997
0.26811594202898553 0.5662999999999999 0.042916184999999996
0.27318840579710146 0.5768999999999997 0.043688265000000226
0.2782608695652174 0.5659249999999997 0.04379245687500044
0.2833333333333333 0.5875 0.04171424999999995
0.2884057971014493 0.5929750000000001 0.04246746187499978
0.29347826086956524 0.5898000000000001 0.04245908500000001
0.2985507246376812 0.5820000000000001 0.04186624999999988
0.3036231884057971 0.5986249999999999 0.04313542187500008
0.30869565217391304 0.5915749999999997 0.04241483187500045
0.313768115942029 0.601575 0.04218545687500008
0.31884057971014496 0.5911749999999999 0.042326931875000195
0.3239130434782609 0.5976750000000001 0.04391153187499991
0.3289855072463768 0.6105999999999999 0.04543426499999992
0.3340579710144928 0.6253499999999999 0.04158050250000023
0.33913043478260874 0.6308499999999998 0.03727577750000044
0.34420289855072467 0.6298749999999999 0.03754229687500005
0.3492753623188406 0.6388249999999998 0.03403030687500047
0.35434782608695653 0.6414249999999998 0.033949031875000146
0.3594202898550725 0.6345750000000002 0.03476975687499961
0.36449275362318845 0.6505999999999996 0.035630015000000514
0.3695652173913043 0.6625500000000002 0.031712497499999825
0.3746376811594203 0.644525 0.03045296187499985
0.37971014492753624 0.6570250000000002 0.031173211874999995
0.38478260869565223 0.6631249999999999 0.031349296875000265
0.3898550724637681 0.6633999999999999 0.031780565000000205
0.3949275362318841 0.6619000000000003 0.03188388999999947
0.4 0.6576250000000001 0.0311867968749997
