#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.4,"start":0.05,"steps":70},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.10650833333333329 0.02190382909722223
0.05507246376811595 0.1315666666666666 0.027654031666666707
0.060144927536231886 0.13937499999999992 0.031614519097222245
0.06521739130434782 0.14153333333333323 0.031785357222222255
0.07028985507246377 0.17326666666666654 0.04016388444444447
0.07536231884057971 0.20213333333333314 0.04496750444444454
0.08043478260869566 0.2201999999999998 0.05150123777777788
0.0855072463768116 0.23424166666666646 0.053372473541666805
0.09057971014492755 0.2575833333333333 0.05935986805555567
0.09565217391304348 0.27465833333333317 0.06253915409722244
0.10072463768115943 0.2771833333333333 0.060694538611111265
0.10579710144927537 0.29125833333333323 0.06450186798611127
0.1108695652173913 0.2927916666666666 0.06532638020833348
0.11594202898550726 0.33380833333333315 0.06902333687500016
0.1210144927536232 0.34807499999999975 0.06606450965277805
0.12608695652173912 0.36127499999999996 0.06816210354166669
0.13115942028985508 0.3800916666666665 0.06868441520833346
0.13623188405797104 0.39872499999999983 0.0720912424305557
0.14130434782608697 0.4024916666666667 0.07342479854166661
0.1463768115942029 0.4092333333333331 0.07285050944444449
0.15144927536231884 0.4243083333333332 0.0742721535416668
0.15652173913043482 0.434308333333333 0.07056087576388928
0.16159420289855073 0.46136666666666665 0.07204259055555554
0.16666666666666669 0.4746583333333334 0.07201873743055542
0.17173913043478262 0.4760583333333334 0.06892566465277761
0.17681159420289855 0.49108333333333326 0.06866534027777779
0.18188405797101453 0.4981333333333333 0.07102789055555556
0.18695652173913047 0.5116833333333333 0.06254456916666679
0.1920289855072464 0.5393583333333333 0.06042274798611119
0.19710144927536233 0.5409749999999998 0.06076413965277816
0.20217391304347826 0.5576416666666666 0.06014279243055565
0.20724637681159425 0.5538583333333333 0.059512356319444626
0.21231884057971018 0.5530083333333333 0.05937026243055554
0.2173913043478261 0.5766166666666666 0.05541795583333342
0.22246376811594204 0.5790666666666668 0.05143051777777785
0.22753623188405803 0.5869666666666665 0.05270492388888898
0.2326086956521739 0.58745 0.05239699750000004
0.2376811594202899 0.5861499999999998 0.052289219166666845
0.24275362318840582 0.5934749999999999 0.05338586187500027
0.24782608695652175 0.6154583333333332 0.04779972743055583
0.2528985507246377 0.6248499999999998 0.04437388027777811
0.2579710144927536 0.6249666666666667 0.044296776666666704
0.2630434782608696 0.6330166666666661 0.045420941388889524
0.26811594202898553 0.6209666666666664 0.043882898888889244
0.27318840579710146 0.6296833333333332 0.04487945527777798
0.2782608695652174 0.6417416666666665 0.046509570763889174
0.2833333333333333 0.6391333333333331 0.046340998888889096
0.2884057971014493 0.6361499999999999 0.04574955250000029
0.29347826086956524 0.6428499999999999 0.04667883583333382
0.2985507246376812 0.6479583333333332 0.042319713541667026
0.3036231884057971 0.65195 0.04284415583333323
0.30869565217391304 0.651891666666667 0.04304256743055557
0.313768115942029 0.6542999999999999 0.043169718333333496
0.31884057971014496 0.66055 0.04378200305555574
0.3239130434782609 0.6574999999999999 0.04353098611111139
0.3289855072463768 0.6643666666666667 0.04447804333333355
0.3340579710144928 0.6625333333333333 0.04440886000000016
0.33913043478260874 0.6823499999999997 0.03598833861111178
0.34420289855072467 0.6866166666666668 0.03613438638888877
0.3492753623188406 0.6817500000000001 0.03561268750000013
0.35434782608695653 0.686108333333333 0.036587792430556376
0.3594202898550725 0.6911916666666668 0.03673733687500008
0.36449275362318845 0.6886083333333333 0.03653857020833362
0.3695652173913043 0.695283333333333 0.031564891944444895
0.3746376811594203 0.7011166666666669 0.03256686416666632
0.37971014492753624 0.705608333333333 0.0274777479861118
0.38478260869565223 0.7165249999999997 0.022130736875000445
0.3898550724637681 0.7143916666666663 0.02227002576388948
0.3949275362318841 0.7241666666666664 0.02296979166666724
0.4 0.7209999999999995 0.022316402777778688
