#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.9,"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":1000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,600,1200,4800,9600],"trans_prob_range":{"end":0.4,"start":0.05,"steps":70}}
#lambda percentlifespan
0.05 85
0.05507246376811595 85
0.060144927536231886 93
0.06521739130434782 87
0.07028985507246377 95
0.07536231884057971 102
0.08043478260869566 101
0.0855072463768116 98
0.09057971014492755 102
0.09565217391304348 103
0.10072463768115943 102
0.10579710144927537 104
0.1108695652173913 104
0.11594202898550726 108
0.1210144927536232 108
0.12608695652173912 110
0.13115942028985508 106
0.13623188405797104 109
0.14130434782608697 107
0.1463768115942029 110
0.15144927536231884 107
0.15652173913043482 107
0.16159420289855073 112
0.16666666666666669 109
0.17173913043478262 106
0.17681159420289855 103
0.18188405797101453 107
0.18695652173913047 111
0.1920289855072464 106
0.19710144927536233 106
0.20217391304347826 104
0.20724637681159425 107
0.21231884057971018 108
0.2173913043478261 110
0.22246376811594204 105
0.22753623188405803 107
0.2326086956521739 108
0.2376811594202899 108
0.24275362318840582 104
0.24782608695652175 104
0.2528985507246377 106
0.2579710144927536 104
0.2630434782608696 105
0.26811594202898553 103
0.27318840579710146 107
0.2782608695652174 104
0.2833333333333333 99
0.2884057971014493 100
0.29347826086956524 99
0.2985507246376812 102
0.3036231884057971 104
0.30869565217391304 101
0.313768115942029 100
0.31884057971014496 97
0.3239130434782609 103
0.3289855072463768 101
0.3340579710144928 102
0.33913043478260874 101
0.34420289855072467 97
0.3492753623188406 98
0.35434782608695653 99
0.3594202898550725 99
0.36449275362318845 98
0.3695652173913043 92
0.3746376811594203 97
0.37971014492753624 95
0.38478260869565223 95
0.3898550724637681 93
0.3949275362318841 92
0.4 93
