#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.4,"start":0.05,"steps":70},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.07661999999999997 0.01814883560000001
0.05507246376811595 0.08282999999999997 0.020026461100000004
0.060144927536231886 0.11180999999999999 0.025199633900000018
0.06521739130434782 0.15418999999999997 0.034799773900000046
0.07028985507246377 0.15771999999999997 0.03665548160000004
0.07536231884057971 0.17268999999999998 0.03988835390000006
0.08043478260869566 0.21278000000000002 0.0475959316
0.0855072463768116 0.21588000000000002 0.046886405599999924
0.09057971014492755 0.24031000000000005 0.05147201389999994
0.09565217391304348 0.2680200000000001 0.05445313959999992
0.10072463768115943 0.3058400000000001 0.05596067439999984
0.10579710144927537 0.32026999999999994 0.056307257099999966
0.1108695652173913 0.3284300000000001 0.058765905099999835
0.11594202898550726 0.3567700000000001 0.05834057709999996
0.1210144927536232 0.37982999999999995 0.057189661100000067
0.12608695652173912 0.3897300000000001 0.0599263770999999
0.13115942028985508 0.4214500000000001 0.05479428749999993
0.13623188405797104 0.44197 0.05309412909999997
0.14130434782608697 0.4536499999999999 0.052726247500000156
0.1463768115942029 0.46114999999999995 0.05154838750000015
0.15144927536231884 0.46818000000000004 0.052967867599999996
0.15652173913043482 0.4816599999999999 0.052548164399999986
0.16159420289855073 0.4930499999999997 0.050843487500000256
0.16666666666666669 0.4991400000000001 0.052295440399999865
0.17173913043478262 0.50716 0.0540413743999999
0.17681159420289855 0.5232200000000001 0.05308277159999969
0.18188405797101453 0.5256000000000003 0.05371509999999985
0.18695652173913047 0.54426 0.0499706324000001
0.1920289855072464 0.5501400000000001 0.050788600399999884
0.19710144927536233 0.54518 0.053340107599999964
0.20217391304347826 0.5460699999999999 0.05374392509999998
0.20724637681159425 0.5559799999999999 0.05139467960000005
0.21231884057971018 0.55696 0.05165001839999983
0.2173913043478261 0.5616599999999997 0.05294312440000004
0.22246376811594204 0.5688199999999999 0.05376368760000011
0.22753623188405803 0.5849499999999999 0.04779242750000007
0.2326086956521739 0.58877 0.04835791709999987
0.2376811594202899 0.59481 0.049665233899999994
0.24275362318840582 0.6061899999999998 0.04658481390000019
0.24782608695652175 0.6117600000000002 0.04321382239999977
0.2528985507246377 0.6199599999999998 0.03946145840000015
0.2579710144927536 0.6319899999999999 0.04111444989999985
0.2630434782608696 0.6245599999999999 0.03979770640000024
0.26811594202898553 0.62734 0.04036312439999984
0.27318840579710146 0.6452999999999999 0.037381549999999986
0.2782608695652174 0.6420799999999999 0.03674671360000009
0.2833333333333333 0.6450499999999998 0.0373613475000002
0.2884057971014493 0.6625500000000001 0.03430806749999987
0.29347826086956524 0.6563700000000001 0.03350115309999979
0.2985507246376812 0.6535000000000001 0.03357466999999981
0.3036231884057971 0.6584300000000002 0.033898425099999574
0.30869565217391304 0.6709499999999998 0.035051307500000184
0.313768115942029 0.6573099999999998 0.03365921390000021
0.31884057971014496 0.6695700000000001 0.03510948509999967
0.3239130434782609 0.6662699999999998 0.034396977100000226
0.3289855072463768 0.6754600000000001 0.035466488399999774
0.3340579710144928 0.6812599999999999 0.030663152400000004
0.33913043478260874 0.6890400000000001 0.026150838399999765
0.34420289855072467 0.6909900000000002 0.026773209899999595
0.3492753623188406 0.6910600000000003 0.026390296399999735
0.35434782608695653 0.6954899999999999 0.026224529900000015
0.3594202898550725 0.7045500000000002 0.021723747499999557
0.36449275362318845 0.70317 0.021747641099999937
0.3695652173913043 0.7056400000000003 0.021646350399999514
0.3746376811594203 0.7106999999999999 0.022067190000000236
0.37971014492753624 0.7184299999999998 0.01726340510000024
0.38478260869565223 0.7188399999999998 0.01695389440000028
0.3898550724637681 0.7196599999999997 0.017112224400000153
0.3949275362318841 0.7244699999999998 0.01723486910000005
0.4 0.7224700000000002 0.017214909099999676
