#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":20000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000,400,600,800,1000,1200,1600,2000,2500,200]}
#lambda c var_c
0.05 209.2184 100296.14590144
0.05408163265306123 235.7386 111176.56027004002
0.05816326530612245 260.5916 122415.49960943998
0.06224489795918368 293.6142 135829.23455836
0.0663265306122449 334.9492 155004.03301935998
0.07040816326530613 372.9696 174983.18987584
0.07448979591836735 412.5984 194539.32751744
0.07857142857142857 449.3992 212142.21303935998
0.08265306122448979 485.7356 226464.88489264
0.08673469387755103 516.4988 237342.19679856003
0.09081632653061225 545.035 244873.95017500006
0.09489795918367347 576.209 253195.11131900002
0.0989795918367347 604.0246 257641.17679484002
0.10306122448979593 630.7256 260507.87870463997
0.10714285714285715 656.3312 264329.62110656005
0.11122448979591837 684.938 268780.786556
0.11530612244897959 709.9498 273479.76767996006
0.11938775510204082 736.7406 277720.57971164
0.12346938775510205 757.6208 280877.02820735995
0.12755102040816327 785.4132 284483.2548657601
0.1316326530612245 808.0946 287102.74525084
0.13571428571428573 830.9384 288021.59780543996
0.13979591836734695 857.592 289494.358736
0.14387755102040817 881.2792 286844.4656473601
0.14795918367346939 901.161 287105.5950790001
0.1520408163265306 921.7798 285966.94451196
0.15612244897959185 938.0224 285463.32789823995
0.16020408163265304 955.481 284689.599239
0.16428571428571428 975.2826 280149.2671372399
0.16836734693877553 995.0618 276804.19638076006
0.17244897959183675 1008.4054 274073.69305083994
0.17653061224489797 1027.0652 271286.9545489601
0.18061224489795918 1037.247 269183.7891909997
0.1846938775510204 1053.993 265980.92295100004
0.18877551020408162 1067.587 261621.117631
0.1928571428571429 1078.6946 259610.2945308399
0.1969387755102041 1089.8656 256866.00233663968
0.20102040816326533 1101.4456 254914.31744063995
0.20510204081632655 1114.1988 249858.52247856022
0.20918367346938777 1127.4176 246016.81841023988
0.21326530612244898 1136.4402 243702.45162395993
0.2173469387755102 1147.5482 240290.01727675996
0.22142857142857142 1156.613 238161.96603100002
0.22551020408163264 1171.9934 231292.35055643995
0.2295918367346939 1182.1144 227673.69651264022
0.23367346938775513 1193.8452 222616.22563696
0.23775510204081635 1203.0126 218591.67564123985
0.24183673469387756 1214.215 214580.3683750003
0.24591836734693878 1226.0824 208985.12401023996
0.25 1232.3844 207120.36103664013
