#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3500,400,600,800,1000,1200,1600,2000,2500,3000,200]}
#lambda c var_c  m var_m
0.05 0.12439999999999996 0.02160264000000002 0.05039999999999998 0.0029978400000000007
0.05408163265306123 0.14239999999999994 0.02285624000000002 0.059999999999999984 0.0033739999999999994
0.05816326530612245 0.15339999999999995 0.030113440000000026 0.054799999999999995 0.0032229599999999995
0.06224489795918368 0.1604 0.031353839999999994 0.056799999999999996 0.00305776
0.0663265306122449 0.17579999999999996 0.02940936000000001 0.0678 0.0035081599999999998
0.07040816326530613 0.20820000000000005 0.03854175999999994 0.06899999999999996 0.0035180000000000064
0.07448979591836735 0.14639999999999997 0.027737040000000004 0.06159999999999997 0.004129440000000003
0.07857142857142857 0.16439999999999994 0.033542640000000026 0.0556 0.0031926399999999975
0.08265306122448979 0.177 0.040608000000000005 0.0604 0.003843840000000001
0.08673469387755103 0.3176 0.029494239999999977 0.10540000000000001 0.002643839999999998
0.09081632653061225 0.2398 0.03968495999999999 0.0794 0.0036966399999999976
0.09489795918367347 0.2148 0.03954495999999998 0.07599999999999998 0.003924000000000001
0.0989795918367347 0.18879999999999997 0.03623656 0.06739999999999996 0.004174240000000003
0.10306122448979593 0.2624 0.04037023999999996 0.09259999999999997 0.004300240000000004
0.10714285714285715 0.25199999999999995 0.04638600000000001 0.085 0.004371999999999998
0.11122448979591837 0.26879999999999993 0.050636560000000025 0.0846 0.004401840000000001
0.11530612244897959 0.29239999999999994 0.04270824000000005 0.0938 0.00398856
0.11938775510204082 0.2523999999999999 0.04586824000000003 0.08719999999999997 0.004786160000000003
0.12346938775510205 0.27299999999999996 0.052108000000000015 0.08499999999999998 0.0042700000000000056
0.12755102040816327 0.27079999999999993 0.04094336000000007 0.095 0.004695999999999999
0.1316326530612245 0.37020000000000003 0.04913895999999998 0.11699999999999999 0.004394000000000004
0.13571428571428573 0.38339999999999996 0.03774744000000002 0.11659999999999998 0.0034614400000000066
0.13979591836734695 0.4157999999999999 0.03968936000000006 0.12819999999999998 0.0038577600000000087
0.14387755102040817 0.3306 0.05661864 0.10699999999999996 0.00514800000000001
0.14795918367346939 0.36219999999999997 0.03236816000000006 0.1286 0.0034290400000000047
0.1520408163265306 0.3740000000000001 0.040477999999999875 0.12019999999999997 0.0036869600000000117
0.15612244897959185 0.358 0.054963999999999985 0.11959999999999997 0.005819840000000007
0.16020408163265304 0.3188 0.06029056000000001 0.10619999999999999 0.006412560000000005
0.16428571428571428 0.35760000000000003 0.05267223999999998 0.12419999999999996 0.0059953600000000155
0.16836734693877553 0.4384000000000001 0.052579439999999894 0.13299999999999998 0.004550000000000012
0.17244897959183675 0.39840000000000003 0.042251439999999946 0.12420000000000002 0.00387736
0.17653061224489797 0.3272 0.06220215999999998 0.10799999999999997 0.006318000000000008
0.18061224489795918 0.40380000000000005 0.05481055999999995 0.12779999999999997 0.005558160000000006
0.1846938775510204 0.48780000000000007 0.020410159999999927 0.1584 0.0018354400000000042
0.18877551020408162 0.4243999999999999 0.04198864000000008 0.13199999999999998 0.0035140000000000032
0.1928571428571429 0.4470000000000002 0.04097799999999985 0.1382 0.00421976000000001
0.1969387755102041 0.4966 0.02822544000000002 0.14859999999999995 0.0025810400000000067
0.20102040816326533 0.4845999999999999 0.05167184000000008 0.1352 0.004380960000000003
0.20510204081632655 0.5226000000000001 0.018454239999999955 0.1548 0.0022769600000000015
0.20918367346938777 0.4708 0.04746935999999999 0.14679999999999999 0.0045597599999999995
0.21326530612244898 0.499 0.016740000000000005 0.16239999999999996 0.0024202400000000145
0.2173469387755102 0.45080000000000015 0.044395359999999856 0.14679999999999999 0.0045137600000000125
0.22142857142857142 0.41700000000000004 0.05785599999999991 0.15259999999999999 0.008584240000000007
0.22551020408163264 0.5144000000000001 0.029224639999999857 0.1696 0.003779839999999989
0.2295918367346939 0.5078 0.03836015999999992 0.1568 0.004367760000000009
0.23367346938775513 0.4882 0.05480975999999996 0.146 0.0045499999999999985
0.23775510204081635 0.38580000000000003 0.07572335999999996 0.13899999999999996 0.010490000000000024
0.24183673469387756 0.5751999999999999 0.009544960000000047 0.19160000000000005 0.0017094399999999788
0.24591836734693878 0.436 0.05413400000000004 0.1432 0.00559776
0.25 0.48160000000000003 0.05011143999999995 0.16560000000000002 0.006818639999999994
