#{"compare":true,"complock":{"dynamic_bool":false,"lock_style":{"Random":[123131315,0.6]},"lock_threshold":0.1,"release_threshold":0.05},"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":1.0,"start":0.0,"steps":20},"lockdown":{"dynamic_bool":true,"lock_style":"Targeted","lock_threshold":0.1,"release_threshold":0.05},"measure":"C","recovery_prob":0.14,"samples_per_step":5000,"sir_seed":1489264107025,"system_size":200}
#lambda meanWL varianceWL meanNL varianceNL
0e0 5e-3 0e0 5e-3 0e0
5.263157894736842e-2 1.16487e-1 2.2544733831000592e-2 1.19413e-1 2.4150460430999828e-2
1.0526315789473684e-1 2.55702e-1 3.990105719599911e-2 2.86157e-1 4.779727635100004e-2
1.5789473684210525e-1 3.4549199999999997e-1 4.2517597936000934e-2 4.10085e-1 5.339709777500004e-2
2.1052631578947367e-1 4.11977e-1 3.803321647099912e-2 4.9642600000000003e-1 4.943085652399888e-2
2.631578947368421e-1 4.60012e-1 3.2919729855999724e-2 5.62312e-1 4.3422314656000695e-2
3.157894736842105e-1 4.92269e-1 2.9563386638999548e-2 6.10668e-1 3.797111377600066e-2
3.684210526315789e-1 5.17993e-1 2.47121969509998e-2 6.520229999999999e-1 2.979260247100005e-2
4.2105263157894735e-1 5.42934e-1 2.0651091644000193e-2 6.81199e-1 2.468789739900036e-2
4.7368421052631576e-1 5.60936e-1 1.7480753903999717e-2 7.03871e-1 1.9707910358999787e-2
5.263157894736842e-1 5.753739999999999e-1 1.53475401239999e-2 7.21939e-1 1.7246475278999866e-2
5.789473684210527e-1 5.85901e-1 1.3882663199000032e-2 7.377800000000001e-1 1.2498001599999987e-2
6.31578947368421e-1 5.97834e-1 1.1879328443999887e-2 7.517860000000001e-1 8.499320203999851e-3
6.842105263157895e-1 6.00977e-1 1.0837430470999816e-2 7.55061e-1 9.26688127900011e-3
7.368421052631579e-1 6.08448e-1 1.0093451295999941e-2 7.62331e-1 6.42180143899999e-3
7.894736842105263e-1 6.10429e-1 8.926340958999981e-3 7.67226e-1 4.876664924000086e-3
8.421052631578947e-1 6.138210000000001e-1 8.344994958999851e-3 7.72389e-1 2.7424276790000467e-3
8.947368421052632e-1 6.16216e-1 8.319251344000115e-3 7.75528e-1 1.9816512159999845e-3
9.473684210526315e-1 6.17842e-1 8.042143036000078e-3 7.80269e-1 1.252772639000035e-3
1e0 6.2128e-1 8.177031600000065e-3 7.840980000000001e-1 1.1082763960000158e-3
