#{"compare_nolock":false,"fraction":true,"gamma_range":{"end":1.0,"start":0.01,"steps":20},"graph_seed":875629289,"graph_type":{"SmallWorld":0.1},"lambda_range":{"end":1.0,"start":0.0,"steps":20},"lock_thresh":0.1,"lockdown":{"Random":[123131315,0.6]},"rel_thresh":0.05,"samples_per_step":5000,"sir_seed":1489264107025,"system_size":200}
#X Y Z

0E0 1E-2 -2.4994999999999106E-5
0E0 6.210526315789473E-2 -2.4994999999999106E-5
0E0 1.1421052631578946E-1 -2.4994999999999106E-5
0E0 1.6631578947368422E-1 -2.4994999999999106E-5
0E0 2.1842105263157893E-1 -2.4994999999999106E-5
0E0 2.7052631578947367E-1 -2.4994999999999106E-5
0E0 3.2263157894736844E-1 -2.4994999999999106E-5
0E0 3.7473684210526315E-1 -2.4994999999999106E-5
0E0 4.2684210526315786E-1 -2.4994999999999106E-5
0E0 4.789473684210526E-1 -2.4994999999999106E-5
0E0 5.310526315789473E-1 -2.4994999999999106E-5
0E0 5.831578947368421E-1 -2.4994999999999106E-5
0E0 6.352631578947369E-1 -2.4994999999999106E-5
0E0 6.873684210526316E-1 -2.4994999999999106E-5
0E0 7.394736842105263E-1 -2.4994999999999106E-5
0E0 7.91578947368421E-1 -2.4994999999999106E-5
0E0 8.436842105263157E-1 -2.4994999999999106E-5
0E0 8.957894736842106E-1 -2.4994999999999106E-5
0E0 9.478947368421052E-1 -2.4994999999999106E-5
0E0 1E0 -2.4994999999999106E-5

5.263157894736842E-2 1E-2 -9.10454573423999E-1
5.263157894736842E-2 6.210526315789473E-2 -1.7094105785999885E-2
5.263157894736842E-2 1.1421052631578946E-1 -9.057819480000033E-4
5.263157894736842E-2 1.6631578947368422E-1 -3.0485870200000134E-4
5.263157894736842E-2 2.1842105263157893E-1 -1.8841429600000305E-4
5.263157894736842E-2 2.7052631578947367E-1 -1.2089170000000282E-4
5.263157894736842E-2 3.2263157894736844E-1 -9.663604000000168E-5
5.263157894736842E-2 3.7473684210526315E-1 -7.968412600000109E-5
5.263157894736842E-2 4.2684210526315786E-1 -7.161733800000075E-5
5.263157894736842E-2 4.789473684210526E-1 -6.100974400000005E-5
5.263157894736842E-2 5.310526315789473E-1 -5.788055999999981E-5
5.263157894736842E-2 5.831578947368421E-1 -5.408110199999957E-5
5.263157894736842E-2 6.352631578947369E-1 -5.038223199999935E-5
5.263157894736842E-2 6.873684210526316E-1 -4.6609485999999075E-5
5.263157894736842E-2 7.394736842105263E-1 -4.490529399999902E-5
5.263157894736842E-2 7.91578947368421E-1 -4.382642599999896E-5
5.263157894736842E-2 8.436842105263157E-1 -4.2800089999998824E-5
5.263157894736842E-2 8.957894736842106E-1 -4.139899799999869E-5
5.263157894736842E-2 9.478947368421052E-1 -4.014759399999869E-5
5.263157894736842E-2 1E0 -3.900300999999872E-5

1.0526315789473684E-1 1E-2 -9.597004960539997E-1
1.0526315789473684E-1 6.210526315789473E-2 -4.685377729080001E-1
1.0526315789473684E-1 1.1421052631578946E-1 -4.284547905999971E-2
1.0526315789473684E-1 1.6631578947368422E-1 -4.614383254000006E-3
1.0526315789473684E-1 2.1842105263157893E-1 -1.380736444000012E-3
1.0526315789473684E-1 2.7052631578947367E-1 -6.561741979999984E-4
1.0526315789473684E-1 3.2263157894736844E-1 -4.081026260000002E-4
1.0526315789473684E-1 3.7473684210526315E-1 -2.668527940000018E-4
1.0526315789473684E-1 4.2684210526315786E-1 -2.088671760000027E-4
1.0526315789473684E-1 4.789473684210526E-1 -1.7110088600000306E-4
1.0526315789473684E-1 5.310526315789473E-1 -1.4713427400000266E-4
1.0526315789473684E-1 5.831578947368421E-1 -1.2272498000000243E-4
1.0526315789473684E-1 6.352631578947369E-1 -1.0874949400000185E-4
1.0526315789473684E-1 6.873684210526316E-1 -9.74450420000015E-5
1.0526315789473684E-1 7.394736842105263E-1 -8.745154000000118E-5
1.0526315789473684E-1 7.91578947368421E-1 -8.311250400000109E-5
1.0526315789473684E-1 8.436842105263157E-1 -7.559843400000056E-5
1.0526315789473684E-1 8.957894736842106E-1 -7.207576800000068E-5
1.0526315789473684E-1 9.478947368421052E-1 -6.718802800000026E-5
1.0526315789473684E-1 1E0 -6.377422600000018E-5

1.5789473684210525E-1 1E-2 -9.790172591319998E-1
1.5789473684210525E-1 6.210526315789473E-2 -7.830546485560066E-1
1.5789473684210525E-1 1.1421052631578946E-1 -3.515196567139977E-1
1.5789473684210525E-1 1.6631578947368422E-1 -7.632814891199964E-2
1.5789473684210525E-1 2.1842105263157893E-1 -1.5832399961999904E-2
1.5789473684210525E-1 2.7052631578947367E-1 -4.436458878000017E-3
1.5789473684210525E-1 3.2263157894736844E-1 -2.048113884000016E-3
1.5789473684210525E-1 3.7473684210526315E-1 -1.1287384940000071E-3
1.5789473684210525E-1 4.2684210526315786E-1 -6.555189499999996E-4
1.5789473684210525E-1 4.789473684210526E-1 -4.992612480000001E-4
1.5789473684210525E-1 5.310526315789473E-1 -3.691425120000017E-4
1.5789473684210525E-1 5.831578947368421E-1 -2.981678620000011E-4
1.5789473684210525E-1 6.352631578947369E-1 -2.3935423200000216E-4
1.5789473684210525E-1 6.873684210526316E-1 -2.0875315000000235E-4
1.5789473684210525E-1 7.394736842105263E-1 -1.78533430000003E-4
1.5789473684210525E-1 7.91578947368421E-1 -1.632955720000028E-4
1.5789473684210525E-1 8.436842105263157E-1 -1.5064833600000278E-4
1.5789473684210525E-1 8.957894736842106E-1 -1.2855267200000237E-4
1.5789473684210525E-1 9.478947368421052E-1 -1.2014816800000211E-4
1.5789473684210525E-1 1E0 -1.1255708000000186E-4

2.1052631578947367E-1 1E-2 -9.878193243579999E-1
2.1052631578947367E-1 6.210526315789473E-2 -8.807182261580001E-1
2.1052631578947367E-1 1.1421052631578946E-1 -6.788851926920062E-1
2.1052631578947367E-1 1.6631578947368422E-1 -3.488027658399985E-1
2.1052631578947367E-1 2.1842105263157893E-1 -1.2801868657599952E-1
2.1052631578947367E-1 2.7052631578947367E-1 -3.758044978199976E-2
2.1052631578947367E-1 3.2263157894736844E-1 -1.3159169953999943E-2
2.1052631578947367E-1 3.7473684210526315E-1 -5.671898592000002E-3
2.1052631578947367E-1 4.2684210526315786E-1 -3.097586788000019E-3
2.1052631578947367E-1 4.789473684210526E-1 -1.8432286580000181E-3
