#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3500,400,600,800,1000,1200,1600,2000,2500,3000,200]}
#lambda c var_c  m var_m
0.05 0.15675999999999995 0.03157544462222225 0.03450666666666666 0.0015517788444444453
0.05408163265306123 0.13299999999999998 0.0315732977777778 0.034013333333333326 0.002032430933333335
0.05816326530612245 0.10551999999999997 0.02844000071111111 0.028786666666666662 0.002073670044444445
0.06224489795918368 0.16056 0.03299138417777778 0.04705333333333331 0.0027611171555555576
0.0663265306122449 0.1457333333333333 0.03761648000000002 0.03901333333333332 0.002633559822222224
0.07040816326530613 0.22032 0.04497255537777776 0.05602666666666667 0.0028609948444444444
0.07448979591836735 0.21225333333333335 0.048976135822222225 0.05270666666666667 0.0029608917333333335
0.07857142857142857 0.203 0.05253745777777779 0.04891999999999997 0.002999886933333338
0.08265306122448979 0.2593200000000001 0.06254621759999995 0.05721333333333334 0.003001981155555555
0.08673469387755103 0.30361333333333335 0.0616845127111111 0.06689333333333333 0.002956050844444444
0.09081632653061225 0.24933333333333338 0.06795185777777775 0.054333333333333324 0.003185440000000001
0.09489795918367347 0.18756000000000003 0.06246637973333334 0.04061333333333332 0.0028790549333333366
0.0989795918367347 0.24336000000000005 0.0640574748444444 0.05423999999999998 0.0031739601777777808
0.10306122448979593 0.35258666666666677 0.059011522488888815 0.07986666666666666 0.0030241244444444487
0.10714285714285715 0.2950666666666667 0.06885388444444442 0.06478666666666666 0.0033008789333333352
0.11122448979591837 0.3498133333333335 0.06901452515555545 0.07434666666666667 0.003116066488888892
0.11530612244897959 0.3954800000000001 0.061109734044444336 0.08921333333333333 0.0031763811555555587
0.11938775510204082 0.43050666666666665 0.0589935388444445 0.0873733333333333 0.002482980622222228
0.12346938775510205 0.3852666666666667 0.07018712000000005 0.08485333333333334 0.0034500273777777766
0.12755102040816327 0.43510666666666675 0.06043738417777775 0.09433333333333332 0.002918915555555554
0.1316326530612245 0.4011600000000001 0.07617042773333327 0.08197333333333331 0.0032360170666666695
0.13571428571428573 0.3796000000000001 0.0814301955555555 0.08149333333333333 0.0038236188444444458
0.13979591836734695 0.44084 0.07599374328888883 0.09117333333333331 0.003354641066666669
0.14387755102040817 0.41884000000000016 0.08290432995555538 0.08972000000000001 0.003861908266666665
0.14795918367346939 0.5170133333333333 0.051427710933333315 0.10732 0.002366182044444441
0.1520408163265306 0.47675999999999996 0.07209478684444448 0.10112 0.003422576711111113
0.15612244897959185 0.5052266666666667 0.06411161528888892 0.10681333333333333 0.003016605155555553
0.16020408163265304 0.5538666666666667 0.04246592888888878 0.11903999999999999 0.002315789511111112
0.16428571428571428 0.4267866666666667 0.08600011448888889 0.08818666666666665 0.0037767651555555525
0.16836734693877553 0.4619066666666668 0.08341628017777775 0.09583999999999998 0.0037859388444444423
0.17244897959183675 0.5623866666666667 0.04376333048888892 0.12388 0.002436087822222219
0.17653061224489797 0.4599066666666667 0.08294508017777785 0.09453333333333333 0.0037606311111111138
0.18061224489795918 0.49724 0.0785736490666667 0.10290666666666666 0.0034970357333333375
0.1846938775510204 0.6007733333333334 0.031952619733333354 0.12718666666666667 0.001858000711111113
0.18877551020408162 0.5574933333333334 0.0594245966222221 0.11753333333333331 0.0028691022222222234
0.1928571428571429 0.5402666666666667 0.07335351111111116 0.11261333333333333 0.003444610488888892
0.1969387755102041 0.4746533333333333 0.08784886648888893 0.10293333333333334 0.004403768888888885
0.20102040816326533 0.5643733333333334 0.06111693617777769 0.12419999999999996 0.0032850488888888953
0.20510204081632655 0.5720533333333333 0.06281634382222245 0.12149333333333331 0.0032006055111111157
0.20918367346938777 0.5938666666666667 0.04870829333333332 0.13140000000000002 0.002950133333333327
0.21326530612244898 0.5447200000000001 0.07455748159999992 0.11772 0.0040306993777777765
0.2173469387755102 0.5689200000000001 0.06207813582222216 0.12235999999999998 0.003397199288888892
0.22142857142857142 0.62924 0.0349191424000001 0.13998666666666668 0.002283257599999998
0.22551020408163264 0.5595600000000001 0.07862417528888893 0.12550666666666666 0.004494685511111117
0.2295918367346939 0.7025733333333335 0.0007322001777775866 0.15809333333333334 0.0005885379555555445
0.23367346938775513 0.60692 0.050794020266666684 0.14108 0.003524740266666663
0.23775510204081635 0.5600133333333334 0.0787485109333333 0.12049333333333333 0.004020472177777779
0.24183673469387756 0.6433999999999999 0.03669740444444447 0.1513733333333333 0.0030828117333333432
0.24591836734693878 0.5842266666666668 0.06550178417777763 0.13512 0.0041729944888888905
0.25 0.5857600000000001 0.06559160462222208 0.13282666666666668 0.004282401066666667
