#{"fraction":true,"graph_seed":875629289,"graph_type":{"SmallWorld":0.1},"lambda_range":{"end":0.25,"start":0.05,"steps":20},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.0035604833333311996 0.000018467694544189222
0.060526315789473685 0.005015516666663909 0.0000459266897886177
0.07105263157894737 0.007343850000006667 0.0001295015893997121
0.08157894736842106 0.011644775000010725 0.00042133055547719173
0.09210526315789475 0.02065388333334102 0.0015925385060310301
0.10263157894736842 0.04043995833335612 0.00588754981860881
0.11315789473684211 0.08396232500003381 0.01941289591807932
0.12368421052631579 0.1596243000000485 0.04621470016895236
0.13421052631578947 0.25995997499993634 0.07947910930777553
0.14473684210526316 0.36480549999988277 0.10774419468369617
0.15526315789473683 0.45700194166651653 0.12536582293104426
0.16578947368421054 0.5349790583331753 0.13414362519358453
0.1763157894736842 0.6016139583331772 0.13577544942346187
0.18684210526315792 0.6582553916665066 0.13273964654339754
0.19736842105263158 0.7037588499999002 0.1277659020051603
0.2078947368421053 0.7430277166666144 0.1207995561124523
0.21842105263157896 0.7758989833333066 0.11326704248184971
0.22894736842105262 0.8041038083333037 0.10524273097257164
0.23947368421052634 0.8278300083333237 0.09748737068484115
0.25 0.848122066666656 0.09012433313030666
