#{"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda":0.1763,"lockdown":{"dynamic_bool":false,"lock_style":{"Random":[12151515,0.6]},"lock_threshold":0.1,"release_threshold":0.05},"recovery_prob":0.14,"samples":1000000,"sir_seed":1489264107025,"system_size":200}
#bin log10_prob hits
1 0.166191 166191
2 0.026859 26859
3 0.007976 7976
4 0.002846 2846
5 0.001161 1161
6 0.000512 512
7 0.000242 242
8 0.000125 125
9 0.000061 61
10 0.000031 31
11 0.000021 21
12 0.000007 7
13 0.000003 3
14 0.000003 3
15 0.000002 2
16 0 0
17 0.000001 1
18 0.000001 1
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0 0
37 0 0
38 0 0
39 0 0
40 0 0
41 0.000001 1
42 0.000001 1
43 0 0
44 0.000001 1
45 0.000001 1
46 0.000002 2
47 0.000001 1
48 0.000001 1
49 0.000002 2
50 0.000004 4
51 0.000004 4
52 0.000006 6
53 0.000003 3
54 0.000004 4
55 0.000007 7
56 0.00001 10
57 0.00002 20
58 0.000011 11
59 0.000024 24
60 0.000042 42
61 0.000057 57
62 0.000054 54
63 0.000088 88
64 0.000099 99
65 0.000117 117
66 0.000173 173
67 0.000212 212
68 0.000272 272
69 0.000297 297
70 0.000373 373
71 0.000409 409
72 0.000598 598
73 0.000653 653
74 0.000897 897
75 0.00107 1070
76 0.001274 1274
77 0.001507 1507
78 0.001763 1763
79 0.002123 2123
80 0.002417 2417
81 0.002913 2913
82 0.00333 3330
83 0.003857 3857
84 0.004294 4294
85 0.004915 4915
86 0.005582 5582
87 0.006361 6361
88 0.00695 6950
89 0.007918 7918
90 0.008535 8535
91 0.009584 9584
92 0.010379 10379
93 0.011237 11237
94 0.012154 12154
95 0.01289 12890
96 0.013735 13735
97 0.014672 14672
98 0.015427 15427
99 0.016078 16078
100 0.017057 17057
101 0.018142 18142
102 0.018326 18326
103 0.018892 18892
104 0.019512 19512
105 0.019821 19821
106 0.020359 20359
107 0.020639 20639
108 0.020721 20721
109 0.020692 20692
110 0.021016 21016
111 0.021039 21039
112 0.020891 20891
113 0.020565 20565
114 0.020249 20249
115 0.019941 19941
116 0.019491 19491
117 0.019215 19215
118 0.018815 18815
119 0.018135 18135
120 0.017263 17263
121 0.016498 16498
122 0.01612 16120
123 0.015361 15361
124 0.014405 14405
125 0.013792 13792
126 0.012743 12743
127 0.011781 11781
128 0.011039 11039
129 0.010313 10313
130 0.009379 9379
131 0.008651 8651
132 0.007755 7755
133 0.007 7000
134 0.0064 6400
135 0.005562 5562
136 0.004885 4885
137 0.004318 4318
138 0.003628 3628
139 0.003247 3247
140 0.002689 2689
141 0.002327 2327
142 0.001967 1967
143 0.001587 1587
144 0.00131 1310
145 0.001092 1092
146 0.000856 856
147 0.0007 700
148 0.000534 534
149 0.000414 414
150 0.000379 379
151 0.000287 287
152 0.000215 215
153 0.000143 143
154 0.000121 121
155 0.000061 61
156 0.000067 67
157 0.000042 42
158 0.000036 36
159 0.000026 26
160 0.000008 8
161 0.000011 11
162 0.00001 10
163 0.000005 5
164 0.000002 2
165 0.000001 1
166 0.000001 1
167 0 0
168 0 0
169 0 0
170 0 0
171 0 0
172 0 0
173 0 0
174 0 0
175 0 0
176 0 0
177 0 0
178 0 0
179 0 0
180 0 0
181 0 0
182 0 0
183 0 0
184 0 0
185 0 0
186 0 0
187 0 0
188 0 0
189 0 0
190 0 0
191 0 0
192 0 0
193 0 0
194 0 0
195 0 0
196 0 0
197 0 0
198 0 0
199 0 0
200 0 0
