#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.5,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200]}
#lambda c var_c  m var_m
0.05 0.10975100000003499 0.021403878998998413 0.04310440000000089 0.0025508067006392594
0.05918367346938776 0.13612680000003868 0.026761998321758153 0.05137400000000828 0.002989430123998159
0.06836734693877551 0.1659522000000393 0.032003890315156505 0.06002100000001112 0.0033448065589974634
0.07755102040816327 0.19074120000003927 0.03608291262255428 0.06680780000001393 0.0035950448591568138
0.08673469387755102 0.2196854000000392 0.039824994026827834 0.07491180000001581 0.003814215220756206
0.09591836734693879 0.24476360000003805 0.04287020011501933 0.08148960000001707 0.003979663091835629
0.10510204081632654 0.26690900000003714 0.045008876718974175 0.08748340000001856 0.00410619172443497
0.11428571428571428 0.2886804000000345 0.046664586655811705 0.09377240000002046 0.004247464998234364
0.12346938775510204 0.3086760000000312 0.04825826902397011 0.09922440000002124 0.004350678444633825
0.1326530612244898 0.3291086000000319 0.04864649040600755 0.10536380000002107 0.004425116649553543
0.14183673469387756 0.3460694000000174 0.04966982338361971 0.11016120000002265 0.004548502014553027
0.1510204081632653 0.3637640000000081 0.04957998830399302 0.11570440000002244 0.004608919820632884
0.16020408163265307 0.3801672000000006 0.049756464044163035 0.12077780000002176 0.004703952027153039
0.16938775510204085 0.3969353999999926 0.04933867722685359 0.12607440000002065 0.004728939664633159
0.17857142857142855 0.41170659999999215 0.04834412651645484 0.13126180000001986 0.004780714860754355
0.18775510204081636 0.42342959999998797 0.04856088784386184 0.1352390000000195 0.004889141878995296
0.19693877551020406 0.436920199999983 0.04785026783198701 0.1402592000000196 0.004986922815355791
0.20612244897959187 0.4509663999999813 0.045840042071070536 0.14547980000001834 0.004923326791956721
0.21530612244897962 0.46138039999997854 0.04554060049587469 0.15024240000001815 0.00508486524223729
0.22448979591836737 0.47297459999998365 0.04442631875486763 0.15547500000001654 0.005160447374997823
0.23367346938775513 0.48364459999998327 0.043396165890869226 0.15987700000001678 0.005171029870998246
0.24285714285714283 0.49252999999997504 0.04344007510003786 0.16467600000001487 0.005429075023998687
0.25204081632653064 0.49911339999997895 0.04340675094047394 0.16909620000001446 0.005637402145558801
0.2612244897959184 0.510766799999973 0.04146303201780199 0.1755178000000144 0.00573284488315863
0.27040816326530615 0.5155871999999805 0.042214495196194135 0.17910800000001204 0.00602331833599961
0.2795918367346939 0.5279091999999834 0.03939161255538698 0.18634100000001116 0.006009902718999746
0.28877551020408165 0.5367611999999768 0.037992474174594726 0.1920006000000115 0.0061348045996399495
0.29795918367346935 0.5438399999999783 0.037256612400031974 0.197588800000011 0.006353166114560119
0.3071428571428571 0.5526081999999816 0.036057206292791966 0.20360120000000895 0.00655404735856141
0.3163265306122449 0.5571847999999835 0.03640212064898579 0.20759460000001007 0.006878003050840804
0.32551020408163267 0.5665435999999819 0.03428955129906991 0.21391680000000665 0.006978848677762134
0.3346938775510204 0.572580599999979 0.0342461395036745 0.21913380000000787 0.007280668697561679
0.3438775510204081 0.5798541999999837 0.0331318657423908 0.22513060000000704 0.007577597943641594
0.3530612244897959 0.587951199999979 0.03170597441859574 0.23086420000000654 0.007798992158361322
0.3622448979591837 0.593007999999984 0.03141264393603416 0.2356330000000079 0.008181620311000358
0.37142857142857144 0.599548599999982 0.030194021238076352 0.2413938000000061 0.008382986321561543
0.3806122448979592 0.603753399999982 0.029587382988479793 0.24504280000000786 0.008615888168160134
0.3897959183673469 0.6111791999999848 0.028558585487396704 0.2515726000000052 0.009085253929241366
0.3989795918367347 0.6143813999999881 0.028241280334068808 0.25406400000000556 0.009395769904001011
0.40816326530612246 0.6204749999999826 0.028186561375040164 0.2593562000000049 0.009840642521561818
0.4173469387755102 0.6297915999999881 0.02550739656948192 0.26555020000000296 0.01002135827996277
0.42653061224489797 0.6324719999999889 0.025938663216038826 0.2677144000000062 0.010451366032640949
0.43571428571428567 0.6362499999999868 0.02576608950004411 0.2714624000000043 0.010889319386241603
0.4448979591836735 0.6417295999999829 0.025240938483888753 0.2760164000000045 0.011533268931041368
0.45408163265306123 0.6470229999999838 0.0244347844710483 0.2797568000000024 0.011927214853762177
0.463265306122449 0.6516837999999889 0.023808485817599645 0.2841452000000044 0.01215141131696014
0.47244897959183674 0.6575521999999904 0.02205372927520316 0.2876506000000014 0.012476527319642203
0.4816326530612245 0.6610263999999908 0.022568314503088716 0.2910834000000017 0.012991609244442093
0.49081632653061225 0.6639941999999869 0.022270413366407726 0.2946034000000028 0.013490451708441348
0.5 0.6696343999999895 0.020848958336692924 0.29789460000000234 0.01391247429084172
