#{"compare_nolock":true,"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":1.0,"start":0.0,"steps":20},"lock_thresh":0.1,"lockdown":"Random","measure":"C","recovery_prob":0.14,"rel_thresh":0.05,"samples_per_step":5000,"sir_seed":1489264107025,"system_size":200}
#lambda meanWL varianceWL meanNL varianceNL
0e0 5e-3 0e0 5e-3 0e0
5.263157894736842e-2 1.3797800000000002e-1 3.291147151599837e-2 2.1733e-1 8.336546110000387e-2
1.0526315789473684e-1 3.23133e-1 6.084625931100233e-2 5.46687e-1 1.5745959903100443e-1
1.5789473684210525e-1 4.2877299999999996e-1 5.83717094710014e-2 7.08867e-1 1.4888961131100384e-1
2.1052631578947367e-1 4.9195300000000003e-1 4.971393079099983e-2 8.057080000000001e-1 1.2009517873600069e-1
2.631578947368421e-1 5.36917e-1 4.2206790111000134e-2 8.6295e-1 9.490379749999703e-2
3.157894736842105e-1 5.754509999999999e-1 3.355909159899988e-2 9.06488e-1 6.913022585600172e-2
3.684210526315789e-1 6.0756e-1 2.6654846400000327e-2 9.307040000000001e-1 5.353807438400091e-2
4.2105263157894735e-1 6.301599999999999e-1 2.134198440000032e-2 9.421210000000001e-1 4.624276635900407e-2
4.7368421052631576e-1 6.48862e-1 1.7521994955999882e-2 9.577079999999999e-1 3.4281376736000735e-2
5.263157894736842e-1 6.61814e-1 1.5913089403999638e-2 9.682569999999999e-1 2.5748596951000565e-2
5.789473684210527e-1 6.7699e-1 1.2154599900000061e-2 9.71951e-1 2.2993798599001074e-2
6.31578947368421e-1 6.88201e-1 9.815228598999907e-3 9.833240000000001e-1 1.2806771024000196e-2
6.842105263157895e-1 6.94766e-1 9.20669524399983e-3 9.888410000000001e-1 7.813451719000034e-3
7.368421052631579e-1 7.04683e-1 7.353134510999986e-3 9.922679999999999e-1 4.7094761760002515e-3
7.894736842105263e-1 7.11971e-1 6.6267201590000015e-3 9.941679999999999e-1 2.9496177760001173e-3
8.421052631578947e-1 7.182580000000001e-1 4.973235436000063e-3 9.95502e-1 1.7758879959999493e-3
8.947368421052632e-1 7.244499999999999e-1 3.9663574999999245e-3 9.95994e-1 1.3832319639999026e-3
9.473684210526315e-1 7.32657e-1 4.019455351000036e-3 9.964770000000001e-1 9.902834710000645e-4
1e0 7.36948e-1 3.8583752960000112e-3 9.97447e-1 6.247191000000265e-6
