#{"fraction":true,"graph_seed":875629289,"graph_type":{"SmallWorld":0.1},"lambda_range":{"end":0.25,"start":0.05,"steps":20},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.002144149999998329 0.000006922765777513133
0.060526315789473685 0.0030379299999973965 0.000018401481315113097
0.07105263157894737 0.0045308949999966356 0.000056107292999033445
0.08157894736842106 0.007499574999996398 0.000208261852319318
0.09210526315789475 0.014465015000004057 0.0009781185035492939
0.10263157894736842 0.03266435000001738 0.004739648389077705
0.11315789473684211 0.07755273500002689 0.018184946221526013
0.12368421052631579 0.1598326500000392 0.04636108014398625
0.13421052631578947 0.2609341849999034 0.07936042749595153
0.14473684210526316 0.36139553999990015 0.10631443470312582
0.15526315789473683 0.44873382999995054 0.12358939798848434
0.16578947368421054 0.5248549149999711 0.1328355745828676
0.1763157894736842 0.589657724999988 0.13571194396539826
0.18684210526315792 0.6463020400000152 0.13359112402192302
0.19736842105263158 0.6930525699999827 0.12912350719651466
0.2078947368421053 0.7332658349999704 0.12255574371936506
0.21842105263157896 0.7673804399999573 0.115218754115473
0.22894736842105262 0.7964073549999422 0.10752405196444326
0.23947368421052634 0.8205639149999451 0.10028402761236466
0.25 0.8427470349999493 0.09213517442114338
