#{"compare":true,"complock":{"dynamic_bool":false,"lock_style":"CircuitBreaker","lock_threshold":0.1,"release_threshold":0.05},"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":1.0,"start":0.0,"steps":20},"lockdown":{"dynamic_bool":true,"lock_style":"Targeted","lock_threshold":0.1,"release_threshold":0.05},"measure":"C","recovery_prob":0.14,"samples_per_step":5000,"sir_seed":1489264107025,"system_size":200}
#lambda meanWL varianceWL meanNL varianceNL
0e0 5e-3 0e0 5e-3 0e0
5.263157894736842e-2 1.3095299999999999e-1 2.8626816791000032e-2 1.16487e-1 2.2544733831000592e-2
1.0526315789473684e-1 3.0939900000000004e-1 5.609334379899804e-2 2.55702e-1 3.990105719599911e-2
1.5789473684210525e-1 4.42515e-1 6.219415977499978e-2 3.4549199999999997e-1 4.2517597936000934e-2
2.1052631578947367e-1 5.339849999999999e-1 5.982204477499926e-2 4.11977e-1 3.803321647099912e-2
2.631578947368421e-1 6.06333e-1 5.3646138111000094e-2 4.60012e-1 3.2919729855999724e-2
3.157894736842105e-1 6.64268e-1 4.7501984176000295e-2 4.8814100000000005e-1 3.0299839119000156e-2
3.684210526315789e-1 7.08272e-1 4.147744401599939e-2 5.2007e-1 2.4933055099999688e-2
4.2105263157894735e-1 7.39654e-1 3.495808028400014e-2 5.42934e-1 2.0651091644000193e-2
4.7368421052631576e-1 7.58968e-1 2.9306314975999878e-2 5.60936e-1 1.7480753903999717e-2
5.263157894736842e-1 7.813939999999999e-1 2.44656067639996e-2 5.75819e-1 1.5073314238999734e-2
5.789473684210527e-1 7.979999999999999e-1 1.8708830000000176e-2 5.85753e-1 1.3929117991000004e-2
6.31578947368421e-1 8.13301e-1 1.5802838399000048e-2 5.97834e-1 1.1879328443999887e-2
6.842105263157895e-1 8.1916e-1 1.4767214399999815e-2 6.00977e-1 1.0837430470999816e-2
7.368421052631579e-1 8.291330000000001e-1 9.390133311000063e-3 6.07346e-1 9.713356283999998e-3
7.894736842105263e-1 8.396429999999999e-1 7.718097551000003e-3 6.11556e-1 8.853478864000059e-3
8.421052631578947e-1 8.49657e-1 4.977147351000008e-3 6.138210000000001e-1 8.344994958999851e-3
8.947368421052632e-1 8.598990000000001e-1 3.3329247989999588e-3 6.16216e-1 8.319251344000115e-3
9.473684210526315e-1 8.7099e-1 2.1022698999999976e-3 6.18614e-1 7.98803900399998e-3
1e0 8.81089e-1 1.5081690790000074e-3 6.18985e-1 8.217394775000044e-3
