#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.9,"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":1000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":{"end":1000,"start":400,"steps":200},"trans_prob_range":{"end":0.25,"start":0.05,"steps":50}}
#lambda percentlifespan
0.05 81
0.05408163265306123 78
0.05816326530612245 83
0.06224489795918368 88
0.0663265306122449 85
0.07040816326530613 86
0.07448979591836735 88
0.07857142857142857 90
0.08265306122448979 92
0.08673469387755103 87
0.09081632653061225 90
0.09489795918367347 93
0.0989795918367347 95
0.10306122448979593 98
0.10714285714285715 94
0.11122448979591837 98
0.11530612244897959 97
0.11938775510204082 99
0.12346938775510205 99
0.12755102040816327 100
0.1316326530612245 100
0.13571428571428573 98
0.13979591836734695 99
0.14387755102040817 95
0.14795918367346939 99
0.1520408163265306 102
0.15612244897959185 99
0.16020408163265304 102
0.16428571428571428 98
0.16836734693877553 101
0.17244897959183675 102
0.17653061224489797 101
0.18061224489795918 98
0.1846938775510204 100
0.18877551020408162 99
0.1928571428571429 96
0.1969387755102041 96
0.20102040816326533 96
0.20510204081632655 97
0.20918367346938777 97
0.21326530612244898 99
0.2173469387755102 97
0.22142857142857142 99
0.22551020408163264 98
0.2295918367346939 95
0.23367346938775513 97
0.23775510204081635 99
0.24183673469387756 98
0.24591836734693878 97
0.25 98
