#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.9,"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[9600,600,1200,4800,200],"trans_prob_range":{"end":0.25,"start":0.05,"steps":100}}
#lambda percentlifespan
0.05 68
0.05202020202020202 69
0.05404040404040404 69
0.05606060606060606 71
0.05808080808080809 72
0.060101010101010106 72
0.062121212121212126 73
0.06414141414141414 74
0.06616161616161617 75
0.06818181818181819 75
0.07020202020202021 76
0.07222222222222223 76
0.07424242424242425 77
0.07626262626262627 77
0.07828282828282829 78
0.0803030303030303 78
0.08232323232323233 79
0.08434343434343435 80
0.08636363636363636 80
0.08838383838383838 80
0.0904040404040404 80
0.09242424242424244 81
0.09444444444444444 81
0.09646464646464648 81
0.0984848484848485 81
0.10050505050505051 82
0.10252525252525253 82
0.10454545454545455 82
0.10656565656565657 82
0.10858585858585859 83
0.11060606060606061 83
0.11262626262626263 83
0.11464646464646466 83
0.11666666666666667 84
0.11868686868686869 83
0.12070707070707071 83
0.12272727272727274 83
0.12474747474747476 83
0.12676767676767675 84
0.12878787878787878 84
0.13080808080808082 84
0.13282828282828285 84
0.13484848484848486 84
0.13686868686868686 84
0.1388888888888889 84
0.14090909090909093 84
0.14292929292929293 85
0.14494949494949494 84
0.14696969696969697 84
0.148989898989899 85
0.15101010101010104 85
0.15303030303030302 85
0.15505050505050505 85
0.15707070707070708 85
0.1590909090909091 85
0.16111111111111112 85
0.16313131313131313 85
0.16515151515151516 85
0.1671717171717172 85
0.16919191919191917 85
0.1712121212121212 85
0.17323232323232324 85
0.17525252525252527 85
0.1772727272727273 85
0.17929292929292934 85
0.18131313131313131 84
0.18333333333333335 85
0.18535353535353538 84
0.18737373737373736 85
0.1893939393939394 85
0.19141414141414143 84
0.19343434343434346 85
0.1954545454545455 84
0.19747474747474747 84
0.1994949494949495 84
0.20151515151515154 85
0.2035353535353535 84
0.20555555555555555 84
0.20757575757575758 84
0.2095959595959596 84
0.21161616161616165 84
0.21363636363636368 84
0.21565656565656566 84
0.2176767676767677 84
0.21969696969696972 84
0.2217171717171717 84
0.22373737373737373 84
0.22575757575757577 84
0.2277777777777778 84
0.22979797979797983 84
0.2318181818181818 84
0.23383838383838385 84
0.23585858585858588 83
0.2378787878787879 83
0.2398989898989899 83
0.24191919191919192 83
0.24393939393939396 84
0.245959595959596 83
0.24797979797979802 83
0.25 83
