#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":20000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000,400,600,800,1000,1200,1600,2000,2500,200]}
#lambda c var_c
0.05 79.5432 13847.43373376
0.05408163265306123 91.1812 15806.694366560001
0.05816326530612245 103.1146 17687.433466839997
0.06224489795918368 115.651 19852.539999
0.0663265306122449 129.018 22260.874475999997
0.07040816326530613 142.2032 24445.546709759994
0.07448979591836735 155.464 26847.872304000004
0.07857142857142857 169.4766 28974.704252440002
0.08265306122448979 179.264 30616.561904
0.08673469387755103 194.0738 32445.35915355999
0.09081632653061225 205.715 33447.182975
0.09489795918367347 217.9202 35103.15423196001
0.0989795918367347 228.449 35757.204599
0.10306122448979593 239.2526 37051.345593239996
0.10714285714285715 250.767 37913.503911
0.11122448979591837 261.8158 38314.99627035999
0.11530612244897959 272.8628 38662.08597616
0.11938775510204082 282.6546 39290.104898839985
0.12346938775510205 291.5582 39782.65421276
0.12755102040816327 301.5074 39970.00634523998
0.1316326530612245 310.6832 40202.89763775999
0.13571428571428573 319.4158 40545.22731036
0.13979591836734695 327.135 40631.743574999986
0.14387755102040817 335.6936 40703.65371904
0.14795918367346939 344.333 40630.38771099999
0.1520408163265306 351.7876 40459.37368624001
0.15612244897959185 358.883 40631.54651100002
0.16020408163265304 363.4956 40569.87198063996
0.16428571428571428 370.0908 40748.948155360005
0.16836734693877553 377.9108 40615.03804335999
0.17244897959183675 383.4146 40122.31350683997
0.17653061224489797 390.4326 40074.26785724002
0.18061224489795918 396.3918 39674.15709276
0.1846938775510204 403.2738 39325.45483356001
0.18877551020408162 408.7336 39026.247031039995
0.1928571428571429 411.7714 38735.57114203999
0.1969387755102041 419.2108 38753.93396336
0.20102040816326533 422.9364 38538.585555040016
0.20510204081632655 427.1702 38147.43363195998
0.20918367346938777 432.2688 37236.58054656
0.21326530612244898 438.294 36829.568764000025
0.2173469387755102 442.859 36660.47631900001
0.22142857142857142 447.2578 36446.02893916002
0.22551020408163264 451.8538 35372.604025560024
0.2295918367346939 455.388 34976.02025600002
0.23367346938775513 460.7508 34660.671099359985
0.23775510204081635 464.2232 34138.45258176001
0.24183673469387756 469.339 33453.464079
0.24591836734693878 472.4628 33113.76501616
0.25 475.1734 32586.386932439986
