#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.25,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":20000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000,400,600,800,1000,1200,1600,2000,2500,200]}
#lambda c var_c
0.05 97.81 21510.9811
0.05408163265306123 110.996 24021.143583999998
0.05816326530612245 126.201 27309.349799000003
0.06224489795918368 139.9404 30139.226847839996
0.0663265306122449 158.2464 34189.44888704001
0.07040816326530613 174.773 37925.313071000004
0.07448979591836735 191.4024 41283.22527424001
0.07857142857142857 209.3948 44776.03493296
0.08265306122448979 225.9742 47484.14433436
0.08673469387755103 242.5434 50605.835316439996
0.09081632653061225 257.839 52645.46467900001
0.09489795918367347 271.762 54932.311755999996
0.0989795918367347 284.7672 56307.21340415999
0.10306122448979593 299.0788 58183.48819055999
0.10714285714285715 312.6984 59466.947437440016
0.11122448979591837 324.485 60581.144174999994
0.11530612244897959 338.5054 61283.725570840004
0.11938775510204082 349.6038 61953.208825560025
0.12346938775510205 362.176 63084.273024000024
0.12755102040816327 371.0194 63539.23742364001
0.1316326530612245 381.361 64623.819479
0.13571428571428573 391.8744 65106.45302464004
0.13979591836734695 404.2956 65391.66982064003
0.14387755102040817 415.1964 65723.74542704
0.14795918367346939 424.1172 66357.84986415997
0.1520408163265306 434.0076 65813.03714223998
0.15612244897959185 443.5376 65851.49498624
0.16020408163265304 453.1056 65701.93124864
0.16428571428571428 461.9122 65533.51329116002
0.16836734693877553 468.2166 65321.872484439984
0.17244897959183675 477.2258 65422.64761436003
0.17653061224489797 487.402 64820.05319600005
0.18061224489795918 493.2666 63995.432724440034
0.1846938775510204 502.5412 63328.65270256001
0.18877551020408162 508.1144 62851.612512640044
0.1928571428571429 516.0152 62382.11856895994
0.1969387755102041 522.6858 61969.46787836007
0.20102040816326533 530.9388 61304.773854559986
0.20510204081632655 537.3892 59990.65892336005
0.20918367346938777 542.437 59184.25363099994
0.21326530612244898 549.5556 57954.882908639964
0.2173469387755102 556.3256 57761.10238463996
0.22142857142857142 558.9086 57560.64704603999
0.22551020408163264 565.9922 56248.68573915993
0.2295918367346939 572.6756 55216.62436463998
0.23367346938775513 579.3114 54381.65843003994
0.23775510204081635 583.5048 53703.87117695995
0.24183673469387756 589.5606 52401.70272763993
0.24591836734693878 594.9384 51154.92500543996
0.25 597.702 50708.512795999995
