#{"energy":"C","graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda":0.1763,"large_deviation_param":{"markov_seed":782063498562509862,"time_steps":150},"lockdown":{"dynamic_bool":true,"lock_style":{"Random":[12151515,0.6]},"lock_threshold":0.1,"release_threshold":0.05},"randomize":{"Markov":{"every":10,"step_size":1000}},"recovery_prob":0.14,"samples":1000000,"sir_seed":1489264107025,"system_size":200}
#bin log10_prob hits
1 0.157473 157473
2 0.02406 24060
3 0.006581 6581
4 0.002353 2353
5 0.000972 972
6 0.000465 465
7 0.000153 153
8 0.00012 120
9 0.000074 74
10 0.000032 32
11 0.000025 25
12 0.000009 9
13 0.000005 5
14 0.000016 16
15 0 0
16 0.000001 1
17 0 0
18 0 0
19 0 0
20 0 0
21 0 0
22 0 0
23 0 0
24 0 0
25 0 0
26 0 0
27 0 0
28 0 0
29 0 0
30 0 0
31 0 0
32 0 0
33 0 0
34 0 0
35 0 0
36 0 0
37 0 0
38 0 0
39 0 0
40 0 0
41 0.000005 5
42 0 0
43 0.000002 2
44 0 0
45 0.000008 8
46 0.000004 4
47 0.000002 2
48 0.000001 1
49 0 0
50 0.000006 6
51 0.000004 4
52 0.000004 4
53 0 0
54 0.000001 1
55 0.000003 3
56 0.000019 19
57 0.000009 9
58 0.000015 15
59 0.000037 37
60 0.000038 38
61 0.000061 61
62 0.000062 62
63 0.000068 68
64 0.000125 125
65 0.00011 110
66 0.000212 212
67 0.000258 258
68 0.000218 218
69 0.0003 300
70 0.000379 379
71 0.000551 551
72 0.000576 576
73 0.000658 658
74 0.000783 783
75 0.001063 1063
76 0.001147 1147
77 0.001687 1687
78 0.001758 1758
79 0.002 2000
80 0.002508 2508
81 0.003024 3024
82 0.003321 3321
83 0.003732 3732
84 0.004288 4288
85 0.005094 5094
86 0.005672 5672
87 0.006501 6501
88 0.007305 7305
89 0.008129 8129
90 0.008757 8757
91 0.009804 9804
92 0.010823 10823
93 0.011171 11171
94 0.011905 11905
95 0.013197 13197
96 0.014594 14594
97 0.015248 15248
98 0.016059 16059
99 0.017245 17245
100 0.01794 17940
101 0.018227 18227
102 0.019455 19455
103 0.019266 19266
104 0.019392 19392
105 0.020123 20123
106 0.020626 20626
107 0.020818 20818
108 0.021309 21309
109 0.021288 21288
110 0.021125 21125
111 0.021768 21768
112 0.021593 21593
113 0.020475 20475
114 0.020217 20217
115 0.02065 20650
116 0.020179 20179
117 0.019446 19446
118 0.018761 18761
119 0.018031 18031
120 0.017737 17737
121 0.016544 16544
122 0.015883 15883
123 0.014987 14987
124 0.014828 14828
125 0.013599 13599
126 0.012743 12743
127 0.012372 12372
128 0.010873 10873
129 0.010292 10292
130 0.009722 9722
131 0.008942 8942
132 0.007941 7941
133 0.007009 7009
134 0.006279 6279
135 0.00569 5690
136 0.004956 4956
137 0.00441 4410
138 0.003692 3692
139 0.003483 3483
140 0.00266 2660
141 0.002377 2377
142 0.001886 1886
143 0.001581 1581
144 0.001201 1201
145 0.000991 991
146 0.000872 872
147 0.000693 693
148 0.000425 425
149 0.000393 393
150 0.000366 366
151 0.000275 275
152 0.000188 188
153 0.000191 191
154 0.000068 68
155 0.000061 61
156 0.000075 75
157 0.000037 37
158 0.000038 38
159 0.000015 15
160 0.000025 25
161 0.000008 8
162 0.000005 5
163 0.000003 3
164 0.000001 1
165 0.000004 4
166 0 0
167 0 0
168 0 0
169 0 0
170 0 0
171 0 0
172 0 0
173 0 0
174 0 0
175 0 0
176 0 0
177 0 0
178 0 0
179 0 0
180 0 0
181 0 0
182 0 0
183 0 0
184 0 0
185 0 0
186 0 0
187 0 0
188 0 0
189 0 0
190 0 0
191 0 0
192 0 0
193 0 0
194 0 0
195 0 0
196 0 0
197 0 0
198 0 0
199 0 0
200 0 0
