#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.9,"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[9600,600,1200,4800,200],"trans_prob_range":{"end":0.25,"start":0.05,"steps":100}}
#lambda percentlifespan
0.05 125
0.05202020202020202 126
0.05404040404040404 128
0.05606060606060606 131
0.05808080808080809 133
0.060101010101010106 136
0.062121212121212126 137
0.06414141414141414 138
0.06616161616161617 138
0.06818181818181819 139
0.07020202020202021 138
0.07222222222222223 138
0.07424242424242425 137
0.07626262626262627 136
0.07828282828282829 136
0.0803030303030303 135
0.08232323232323233 135
0.08434343434343435 135
0.08636363636363636 135
0.08838383838383838 135
0.0904040404040404 136
0.09242424242424244 137
0.09444444444444444 137
0.09646464646464648 139
0.0984848484848485 139
0.10050505050505051 140
0.10252525252525253 141
0.10454545454545455 141
0.10656565656565657 141
0.10858585858585859 141
0.11060606060606061 141
0.11262626262626263 141
0.11464646464646466 141
0.11666666666666667 140
0.11868686868686869 140
0.12070707070707071 139
0.12272727272727274 139
0.12474747474747476 139
0.12676767676767675 139
0.12878787878787878 138
0.13080808080808082 138
0.13282828282828285 137
0.13484848484848486 137
0.13686868686868686 136
0.1388888888888889 136
0.14090909090909093 136
0.14292929292929293 135
0.14494949494949494 135
0.14696969696969697 135
0.148989898989899 135
0.15101010101010104 135
0.15303030303030302 134
0.15505050505050505 134
0.15707070707070708 134
0.1590909090909091 135
0.16111111111111112 134
0.16313131313131313 134
0.16515151515151516 134
0.1671717171717172 134
0.16919191919191917 134
0.1712121212121212 133
0.17323232323232324 134
0.17525252525252527 134
0.1772727272727273 133
0.17929292929292934 133
0.18131313131313131 133
0.18333333333333335 132
0.18535353535353538 132
0.18737373737373736 132
0.1893939393939394 132
0.19141414141414143 132
0.19343434343434346 132
0.1954545454545455 132
0.19747474747474747 132
0.1994949494949495 132
0.20151515151515154 131
0.2035353535353535 131
0.20555555555555555 131
0.20757575757575758 131
0.2095959595959596 131
0.21161616161616165 131
0.21363636363636368 130
0.21565656565656566 130
0.2176767676767677 130
0.21969696969696972 130
0.2217171717171717 130
0.22373737373737373 129
0.22575757575757577 129
0.2277777777777778 129
0.22979797979797983 129
0.2318181818181818 129
0.23383838383838385 129
0.23585858585858588 129
0.2378787878787879 129
0.2398989898989899 128
0.24191919191919192 128
0.24393939393939396 128
0.245959595959596 128
0.24797979797979802 128
0.25 128
