#{"fraction":true,"graph_seed":875629289,"graph_type":{"SmallWorld":0.1},"lambda_range":{"end":0.25,"start":0.1,"steps":50},"num_networks":1500,"recovery_prob":0.14,"samples_per_lambda":1000,"sir_seed":1489264107025,"system_size_range":{"end":2000,"start":200,"steps":10}}
#n critical_lambda
200 0.18571428571428572
400 0.17346938775510204
600 0.17959183673469387
800 0.1704081632653061
1000 0.17653061224489797
1200 0.17346938775510204
1400 0.1826530612244898
1600 0.17959183673469387
1800 0.1673469387755102
2000 0.1704081632653061
