#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lifespanpercent":0.9,"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[9600,600,1200,4800,200],"trans_prob_range":{"end":0.25,"start":0.05,"steps":100}}
#lambda percentlifespan
0.05 135
0.05202020202020202 136
0.05404040404040404 137
0.05606060606060606 141
0.05808080808080809 145
0.060101010101010106 147
0.062121212121212126 150
0.06414141414141414 150
0.06616161616161617 149
0.06818181818181819 149
0.07020202020202021 148
0.07222222222222223 147
0.07424242424242425 146
0.07626262626262627 145
0.07828282828282829 145
0.0803030303030303 143
0.08232323232323233 143
0.08434343434343435 143
0.08636363636363636 143
0.08838383838383838 144
0.0904040404040404 146
0.09242424242424244 146
0.09444444444444444 148
0.09646464646464648 149
0.0984848484848485 150
0.10050505050505051 151
0.10252525252525253 152
0.10454545454545455 152
0.10656565656565657 151
0.10858585858585859 152
0.11060606060606061 152
0.11262626262626263 151
0.11464646464646466 151
0.11666666666666667 150
0.11868686868686869 150
0.12070707070707071 149
0.12272727272727274 148
0.12474747474747476 147
0.12676767676767675 147
0.12878787878787878 146
0.13080808080808082 146
0.13282828282828285 145
0.13484848484848486 145
0.13686868686868686 144
0.1388888888888889 144
0.14090909090909093 143
0.14292929292929293 143
0.14494949494949494 143
0.14696969696969697 142
0.148989898989899 142
0.15101010101010104 142
0.15303030303030302 142
0.15505050505050505 142
0.15707070707070708 142
0.1590909090909091 142
0.16111111111111112 142
0.16313131313131313 142
0.16515151515151516 142
0.1671717171717172 142
0.16919191919191917 142
0.1712121212121212 142
0.17323232323232324 142
0.17525252525252527 142
0.1772727272727273 141
0.17929292929292934 142
0.18131313131313131 142
0.18333333333333335 142
0.18535353535353538 141
0.18737373737373736 141
0.1893939393939394 141
0.19141414141414143 141
0.19343434343434346 140
0.1954545454545455 140
0.19747474747474747 140
0.1994949494949495 140
0.20151515151515154 140
0.2035353535353535 140
0.20555555555555555 139
0.20757575757575758 139
0.2095959595959596 139
0.21161616161616165 139
0.21363636363636368 138
0.21565656565656566 138
0.2176767676767677 138
0.21969696969696972 138
0.2217171717171717 137
0.22373737373737373 137
0.22575757575757577 137
0.2277777777777778 137
0.22979797979797983 136
0.2318181818181818 137
0.23383838383838385 136
0.23585858585858588 136
0.2378787878787879 136
0.2398989898989899 136
0.24191919191919192 135
0.24393939393939396 135
0.245959595959596 135
0.24797979797979802 135
0.25 135
