#{"fraction":true,"graph_seed":875629289,"graph_type":{"Barabasi":[2,10]},"lambda_range":{"end":0.5,"start":0.05,"steps":50},"lockdown":{"dynamic_bool":false,"lock_style":{"LimitContacts":2},"lock_threshold":0.1,"release_threshold":0.05},"num_networks":100,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[3000]}
#lambda c var_c  m var_m
0.05 0.15675999999999995 0.03157544462222225 0.03450666666666666 0.0015517788444444453
0.05918367346938776 0.12124 0.03192837795555556 0.03244 0.00214817528888889
0.06836734693877551 0.15225333333333332 0.04138145137777778 0.03805333333333333 0.0025201482666666677
0.07755102040816327 0.2033466666666667 0.052953062044444416 0.04799999999999998 0.0028853688888888923
0.08673469387755102 0.24024 0.06267958684444441 0.05427999999999998 0.0031533482666666695
0.09591836734693879 0.28432 0.06381617315555552 0.06502666666666666 0.003309617066666666
0.10510204081632654 0.33894666666666673 0.06481824604444437 0.07444 0.0031261841777777766
0.11428571428571428 0.3581066666666667 0.0722399530666667 0.0768 0.0033673600000000015
0.12346938775510204 0.43144000000000005 0.05942576639999997 0.09006666666666666 0.002616195555555558
0.1326530612244898 0.42234666666666676 0.07001328426666659 0.08650666666666666 0.0029840632888888906
0.14183673469387756 0.45102666666666685 0.06493391039999985 0.10033333333333332 0.003257422222222226
0.1510204081632653 0.38869333333333345 0.0853697948444444 0.08066666666666665 0.0037705955555555606
0.16020408163265307 0.43537333333333345 0.08960706062222223 0.09416000000000001 0.004256543288888888
0.16938775510204085 0.48669333333333337 0.07536716373333335 0.10158666666666666 0.0035653358222222237
0.17857142857142855 0.5468266666666666 0.05739909440000013 0.11656000000000001 0.002793224177777774
0.18775510204081636 0.47624000000000016 0.0887683423999999 0.10077333333333333 0.004295304177777777
0.19693877551020406 0.5578266666666667 0.059779503288888924 0.12138666666666667 0.0032093838222222223
0.20612244897959187 0.5396533333333334 0.07322676871111106 0.11553333333333332 0.004051573333333338
0.21530612244897962 0.5736933333333333 0.06313325262222219 0.12489333333333333 0.0035172063999999986
0.22448979591836737 0.6274933333333333 0.034492365511110956 0.13708 0.0023952291555555533
0.23367346938775513 0.5877466666666668 0.06608734471111122 0.12676 0.0036392312888888848
0.24285714285714283 0.5880666666666667 0.0664181955555555 0.13914666666666664 0.0044553518222222276
0.25204081632653064 0.5981600000000001 0.06854295217777756 0.13319999999999996 0.0044480266666666775
0.2612244897959184 0.6222000000000001 0.05310243555555544 0.1469333333333333 0.0034996622222222343
0.27040816326530615 0.7177466666666666 0.0005875224888889363 0.16929333333333332 0.0009381717333333331
0.2795918367346939 0.6972933333333333 0.020741869511111122 0.1692933333333333 0.002103300622222245
0.28877551020408165 0.7009466666666665 0.020954192711111375 0.17476 0.002420973511111108
0.29795918367346935 0.6720400000000001 0.039600811733333297 0.16608000000000003 0.003918135822222207
0.3071428571428571 0.6767599999999999 0.04034624462222236 0.17149333333333336 0.0046021166222222215
0.3163265306122449 0.6235866666666667 0.07427813582222209 0.15593333333333334 0.006528382222222212
0.32551020408163267 0.6532800000000001 0.058450157155555404 0.17356000000000002 0.005538237511111099
0.3346938775510204 0.7473866666666668 0.0005171793777776212 0.21372 0.0015520327111111093
0.3438775510204081 0.6944533333333334 0.04222789226666668 0.19275999999999996 0.005568271288888892
0.3530612244897959 0.69176 0.04206928462222215 0.18854666666666664 0.005075598933333349
0.3622448979591837 0.7208266666666665 0.02206833884444459 0.1977866666666667 0.004128318933333326
0.37142857142857144 0.7209466666666667 0.021976183822222106 0.19190666666666661 0.003430671288888909
0.3806122448979592 0.7324933333333332 0.022649769955555565 0.2136266666666667 0.003751798400000006
0.3897959183673469 0.7612133333333334 0.0004356078222219617 0.20766666666666672 0.0029491377777777633
0.3989795918367347 0.7604266666666666 0.0003589112888889856 0.2291333333333333 0.0033003200000000232
0.40816326530612246 0.7416933333333334 0.023373261511110965 0.23211999999999997 0.006140887822222246
0.4173469387755102 0.7094400000000002 0.04410431751111066 0.2104 0.00664966222222222
0.42653061224489797 0.7053466666666667 0.0435442887111111 0.20442666666666665 0.006539337955555571
0.43571428571428567 0.7743333333333333 0.000342444444444423 0.2290266666666666 0.004005181511111157
0.4448979591836735 0.7715466666666666 0.0002618655999999664 0.22882666666666668 0.004167921066666663
0.45408163265306123 0.7611333333333333 0.00042136888888888446 0.22135999999999995 0.0032902215111111355
0.463265306122449 0.7446933333333332 0.023432274844444767 0.20818666666666666 0.004667636266666678
0.47244897959183674 0.7466266666666665 0.023536971733333467 0.23251999999999998 0.005886160711111116
0.4816326530612245 0.7163999999999998 0.04496202666666693 0.23934666666666668 0.008563310933333311
0.49081632653061225 0.78084 0.00026821440000002195 0.2536266666666667 0.004369896177777749
0.5 0.7478266666666668 0.02359951217777767 0.26032000000000005 0.008400644266666646
