#{"fraction":true,"graph_seed":875629289,"graph_type":{"SmallWorld":0.1},"lambda_range":{"end":0.25,"start":0.05,"steps":20},"num_networks":100000,"recovery_prob":0.14,"sir_seed":1489264107025,"system_size_range":[200,400,600,1000,1200,1600,2000,2400,2800,3200]}
#lambda c var_c
0.05 0.0017865083333322624 0.000004730929641602984
0.060526315789473685 0.0025154916666652884 0.000012093891952709638
0.07105263157894737 0.0037431291666702297 0.000036234839944424254
0.08157894736842106 0.006116745833338507 0.00013549877284092205
0.09210526315789475 0.011713733333339398 0.0006562669583400202
0.10263157894736842 0.027050983333348162 0.0034657994465322507
0.11315789473684211 0.07042601666669214 0.015889394683412026
0.12368421052631579 0.152847416666618 0.043911145704439894
0.13421052631578947 0.2577805499999029 0.07805779712508978
0.14473684210526316 0.3598257916665985 0.10574798314111775
0.15526315789473683 0.44994076666667965 0.12364979599143933
0.16578947368421054 0.526773816666729 0.13296126155010435
0.1763157894736842 0.5934255541667429 0.13532281671576218
0.18684210526315792 0.6484715625000864 0.13387363134571983
0.19736842105263158 0.6964919333333977 0.12875389768347817
0.2078947368421053 0.735778241666706 0.12253600690934452
0.21842105263157896 0.7695387416666966 0.11526448595949934
0.22894736842105262 0.7986048750000154 0.10727302985539688
0.23947368421052634 0.8235011625000044 0.09934400708855917
0.25 0.8444353166666579 0.09184250691051421
